Feature ID	Taxon	Confidence
7a3c9679b43122f73d58d25547900d9c990dc16e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__	0.9835571164242897
7b8caab94aed00426601ab4163bce0f82a573e23	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__	0.9887509836140919
7e45868ec892dc14a06888581d7ec0fdbb080a7f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae	0.7081719442768626
bf7ec1bb829867d1be206d83b04118191ba0436c	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42;s__	0.9859033324505116
ac6a56823014f72558c8c05459b5173ee2dd2bea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	0.9796408342166785
7ec9046460c9527227bfa0c1051e62a4802b5818	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__	0.8628899545288059
d8bd4033c2e1ec414984333ca2806e298e7f251a	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Collierbacteria;f__Candidatus_Collierbacteria;g__Candidatus_Collierbacteria;s__	0.9987157050154304
a6008fe9d384ee610ab6af69d196d552c6f4b8fa	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Porphyrobacter;s__	0.9982286037530357
21eb234afabcbc6c491dd334f71c54a86006d8ad	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__uncultured;s__	0.9748317231259859
e1c875e81af9ec4145f911a149be28f269e2b5c3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.9947760961388444
06c15096ff7c4eea56fdea2ea5aff35ed790bf48	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum;s__	0.8430559210543126
133ee8192bf2f46ba8246d79ea768cd6e522a7d0	d__Bacteria;p__Sva0485;c__Sva0485;o__Sva0485;f__Sva0485;g__Sva0485;s__	0.9901668410060132
b1cdc2e2e308a6ec08993b863c1a992dada4c080	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__	0.9998923438470623
be283bd2c89678249c08ecd7ea60378676a43dcb	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	0.74907920527493
c59ed3f77e206b65df47ecdbf2cf0c5d1cf19f79	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae	0.999672565575217
53bfa8e414b2f2018bfb29fb9a0a3a2222c67ceb	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group;s__	0.9977236472932188
776dd1a3aafa2ac907b58fc9e5471224790b7ad4	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__OPB41;g__OPB41;s__	0.9999124551005795
