"","20GWC20082-GOWN113","22GWC22040-GOWN3026","22GWC22042-GOWN983","22GWC22050-GOWN117","21GWC21030-GOWN265","21GWC21030-GOWN265-ST","AOB-NOB-GOWN983","21GWO10014-01-GOWN246"
"OTU_1013",0,0.45,0.37,0,0,0,0,0
"OTU_1014",0,0.45,5.72,0.81,0,0,25.44,0
"OTU_1015",0,0.6,0.71,0,0,0,0,0
"OTU_1016",0,0.4,0,0,0,0,0,0
"OTU_1017",0,10.77,3.52,0,1.93,0,3.32,0
"OTU_1018",0,5.62,1.95,0,0,0,0,0
"OTU_1019",0,2.7,0,0,0,2.73,0,0
"OTU_1020",0,1.8,0,0,0,0,0,0
"OTU_1021",0,1.38,0,0,0,0,0,0
"OTU_1022",0,10.66,0,0,0,0,0,0
"OTU_1023",0,2.46,38.96,0,0,0,5.5,0
"OTU_1024",0,0.37,6.22,1.23,0,0,26.12,0
"OTU_1025",0,0.35,0,0,0,0,0,0
"OTU_1026",0,1.39,0,0,0,0,0,0
"OTU_1027",0,0.79,0,0,0,0,0,0
"OTU_1028",0,1,0,0,0,0,0,0
"OTU_1029",0,0.89,0,0,0,0,0.56,0
"OTU_1030",0,0.38,0,0,3.57,0,0,0
"OTU_1031",0,1.22,0.38,0,0,0,0,0
"OTU_1032",0,0.68,0,0,0,0,0,0
"OTU_1033",0,1.56,0,0,0,0,0,0
"OTU_1034",0,1.94,14.11,0,0,14.01,0,0
"OTU_1035",0,0.81,0,0,0,0,0,0
"OTU_1036",0,0.72,0.85,15.11,5.37,0,0,0
"OTU_1037",0,1.06,0.41,0,0.3,0,2.03,0
"OTU_1038",0,2,0,0.57,0,0,0,0
"OTU_1039",0,10.72,1,0,0,0,0,0
"OTU_1040",0,8.18,0,0,0,0,0,0
"OTU_1041",0,0.35,1.3,0,0,0,0,0
"OTU_1042",0,0.66,0.56,0,0,0,0,0
"OTU_1043",0,4.84,9.85,0,0,0,0,0
"OTU_1044",0,9.28,3.33,0,0,0,4.04,0
"OTU_1045",0,0.98,0.49,0,0,0,0,0
"OTU_1046",0,3.56,0.76,0,0,0,0,0
"OTU_1047",0,1.28,0.7,0,0,0,0,0
"OTU_1048",0,1.1,0.73,0,0,0,2.45,0
"OTU_1049",0,0.53,0,0,0,0,0,0
"OTU_1050",0,0.7,0,0,0.88,0,0,0
"OTU_1051",0,1.43,0.12,0,0,0,0,0
"OTU_1052",0,6.22,0,0,0,0,0,0
"OTU_1053",0,3.62,0,0,0,0,0,0
"OTU_1054",0,1.5,0,0,0,0,0,0
"OTU_1055",0,1.37,0,0,0,0,0,0
"OTU_1056",0,1.54,0,0,0,0,0,0
"OTU_1057",0,1.42,0,0,0,0,0,0
"OTU_1058",0,0.39,0,0,0,0,0,0
"OTU_1059",0,0.39,0,0,0,0,0,0
"OTU_1060",0,0,0,0,0,0,0,0
"OTU_1061",0,0.64,0,0,0,0,0,0
"OTU_1062",0,3.47,0,0,0,0,0,0
"OTU_1063",0,7.13,0,0,0,0,0,0
"OTU_1064",0,0.59,0,1.12,0,0,0,0
"OTU_1065",0,1.08,0,0.59,0,0,0,0
"OTU_1066",0,0.43,0,0,0,0,0,0
"OTU_1067",0,1.07,0,0,0,0,0,0
"OTU_1068",0,0.64,0,4.38,0,0,0,0
"OTU_1069",0,1.57,0,0,0,0,0,0
"OTU_1070",0,0.86,0,0,0,0,0,0
"OTU_1071",0,0.6,0,0.62,0,0,0,0
"OTU_1072",0,4.61,0,3.42,0,0,0,0
"OTU_1073",0,0.39,0,0,0,0,0,0
"OTU_1074",0,4.84,0,0,0,0,0,0
"OTU_1075",0,0.39,0,0,0,0,0,0
"OTU_1076",0,1.27,0,0,0,0,0,0
"OTU_1077",0,0.61,0,0,0,0,0,0
"OTU_1078",0,0.55,0,0,0,0,0,0
"OTU_1079",0,0.53,0,0,0,0,0,0
"OTU_1080",0,2.8,0,0,0,0,0,0
"OTU_1081",0,0.69,0,0,0,0,0,0
"OTU_1082",0,0.43,0,0,0,0,0,0
"OTU_1083",0,0.84,0,2.14,0,0,0,0
"OTU_1084",0,1.11,0,0,0,0,0,0
"OTU_1085",0,0.49,0,0,0,0,0,0
"OTU_1086",0,0.61,0,0,0,0,0,0
"OTU_1087",0,9.06,0,0,0,0,0,0
"OTU_1088",0,0.83,0,0,0,0,0,0
"OTU_1089",0,1.26,0,0,0,0,0,0
"OTU_1090",0,13.77,0,2.03,0,0,0,0
"OTU_1091",0,3.78,0,1.06,0,0,0,0
"OTU_1092",0,6.11,0,1.04,0,0,0,0
"OTU_1093",0,2.3,0,1.08,0,0,0,0
"OTU_1094",0,1.06,0,0,0,0,0,0
"OTU_1095",0,1.24,0,5.69,0,0,0,0
"OTU_1096",0,0.49,0,0,0,0,0,0
"OTU_1097",0,0.68,0,0,0,0,0,0
"OTU_1098",0,7.69,0,0,0,0,0,0
"OTU_1099",0,1.46,0,0,0,0,0,0
"OTU_1100",0,0.79,0,0,0,0,0,0
"OTU_1101",0,4.09,0,0,0,0,0,0
"OTU_1102",0,3.77,0,0,0,0,0,0
"OTU_1103",0,8.97,0,0,0,0,0,0
"OTU_1104",0,1.48,0,0,0,0,0,0
"OTU_1105",0,0.59,0,0,0,0,0,0
"OTU_1106",0,1.86,0,0,0,0,0,0
"OTU_1107",0,2.41,0,0,0,0,0,0
"OTU_1108",0,0.6,0,0,0,0,0,0
"OTU_1109",0,0.39,0,0,0,0,0,0
"OTU_1110",0,1.19,0,0,0,0,0,0
"OTU_1111",0,0.5,0,0,0,0,0,0
"OTU_1112",0,4.95,0,0,0,0,0,0
"OTU_1113",0,0.43,0,0,0,0,0,0
"OTU_1114",0,1.04,0,0,0,0,0,0
"OTU_1115",0,3.07,0,0,0,0,0,0
"OTU_1116",0,0.46,0,0,0,0,0,0
"OTU_1117",0,0.81,0,0,0,0,0,0
"OTU_1118",0,0.53,0,0,0,0,0,0
"OTU_1119",0,0.66,0,0,0,0,0,0
"OTU_1120",0,0.44,0,0,0,0,0,0
"OTU_1121",0,0.43,0,0.94,0,0,0,0
"OTU_1122",0,3.16,0,0,0,0,0,0
"OTU_1123",0,0.85,0,0,0,0,0,0
"OTU_1124",0,1.62,0,7.63,0,0,0,0
"OTU_1125",0,2.68,0,0,0,0,0,0
"OTU_1126",0,1.27,0,0,0,0,0,0
"OTU_1127",0,0.77,0,0,0,0,0,0
"OTU_1128",0,1.34,0,0,0,0,0,0
"OTU_1129",0,0.93,0,0,0,0,0,0
"OTU_1130",0,1.07,0,0,0,0,0,0
"OTU_1131",0,1.16,0,0,0,0,0,0
"OTU_1132",0,0.46,0,0,0,0,0,0
"OTU_1133",0,2.08,0,0,0,0,0,0
"OTU_1134",0,5.66,0,0,0,0,0,0
"OTU_1135",0,2.51,0,0,0,0,0,0
"OTU_1136",0,0.47,0,0,0,0,0,0
"OTU_1137",0,3.65,0,0,0,0,0,0
"OTU_1138",0,0.58,0,0,0,0,0,0
"OTU_1139",0,0.48,0,0,0,0,0,0
"OTU_1140",0,4.18,0,0,0,0,0,0
"OTU_1141",0,1.17,0,0,0,0,0,0
"OTU_1142",0,0.89,0,0,0,0,0,0
"OTU_1143",0,0.67,0,0,0,0,0,0
"OTU_1144",0,0.37,0,0,0,0,0,0
"OTU_1145",0,2.82,0,0,0,0,0,0
"OTU_1146",0,0.37,0,0,0,0,0,0
"OTU_1147",0,1.43,0,0,0,0,0,0
"OTU_1148",0,0.4,0,0,0,0,0,0
"OTU_1149",0,0.78,0,0,0,0,0,0
"OTU_1150",0,1.49,0,0,0,0,0,0
"OTU_1151",0,0.39,0,0,0,0,0,0
"OTU_1152",0,4.31,0,0,0,0,0,0
"OTU_1153",0,0.42,0,0,0,0,0,0
"OTU_1154",0,0.52,0,0,0,0,0,0
"OTU_1155",0,0.59,0,0,0,0,0,0
"OTU_1156",0,0.59,0,0,0,0,0,0
"OTU_1157",0,1.1,0,0,0,0,0,0
"OTU_1158",0,0.59,0.45,0,0,0,0,0
"OTU_1159",0,1.43,0,0,0,0,0,0
"OTU_1160",0,3.07,0,0,0,0,0,0
"OTU_1161",0,4.1,0,0,0,0,0,0
"OTU_1162",0,0.58,0,0,0,0,0,0
"OTU_1163",0,1.23,0,0.48,0,0,0,0
"OTU_1164",0,0.8,0,0.55,0,0,0,0
"OTU_1165",0,0.39,0,4.98,0,0,0,0
"OTU_1166",0,1,0,0.39,0,0,0,0
"OTU_1167",0,0.63,0,0,0,0,0,0
"OTU_1168",0,3.32,0,0,0,0,0,0
"OTU_1169",0,1.23,0,2.22,0,0,0,0
"OTU_1170",0,0.45,0,0.97,0,0,0,0
"OTU_1171",0,0.58,0,2.25,0,0,0,0
"OTU_1172",0,0.75,0,1.07,0,0,0,0
"OTU_1173",0,0.4,0,1.41,0,0,0,0
"OTU_1174",0,0.08,0,0,0,0,0,0
"OTU_1175",0,2.1,0,0,0,0,0,0
"OTU_1176",0,1.03,0,0,0,0,0,0
"OTU_1177",0,0.41,0,0,0,0,0,0
"OTU_1178",0,0.37,0,0,0,0,0,0
"OTU_1179",0,1.33,0,0,0,0,0,0
"OTU_1180",0,3.6,0,0,0,0,0,0
"OTU_1181",0,0.47,0,0,0,0,0,0
"OTU_1182",0,0.54,0,0,0,0,0,0
"OTU_1183",0,1.52,0,1.09,0,0,0,0
"OTU_1184",0,1.38,0,0,0,0,0,0
"OTU_1185",0,0.85,0,0,0,0,0,0
"OTU_1186",0,103.36,1.04,0,0,0,0,0
"OTU_1187",0,3.05,0,0,0,0,0,0
"OTU_1188",0,6.29,0,0,0,0,0,0
"OTU_1189",0,0.71,0,0,0,0,0,0
"OTU_1190",0,1.34,0,0,0,0,0,0
"OTU_1191",0,1.42,0,0,0,0,0,0
"OTU_1192",0,1.81,0,0,0,0,0,0
"OTU_1193",0,3.42,0,0,0,0,0,0
"OTU_1194",0,0.91,0,0,0,0,0,0
"OTU_1195",0,0.38,0,0,0,0,0,0
"OTU_1196",0,0.78,0,0,0,0,0,0
"OTU_1197",0,0.61,0,3.78,0,0,0,0
"OTU_1198",0,1.02,0,0,0,0,0,0
"OTU_1199",0,8.42,0,0,0,0,0,0
"OTU_1200",0,7.16,0,1.2,0,0,0,0
"OTU_1201",0,2.38,0,0,0,0,0,0
"OTU_1202",0,0.61,0,0.99,0,0,0,0
"OTU_1203",0,0.42,0,0,0,0,0,0
"OTU_1204",0,0.39,0,0,0,0,0,0
"OTU_1205",0,0.97,0,0,1.3,0,0,0
"OTU_1206",0,9.66,20.1,0.51,0,0,2.88,0
"OTU_1207",0,0.44,0.39,0,0,0,0.77,0
"OTU_1208",0,1.48,0,0,0,0,0,0
"OTU_1209",0,3.87,0.97,0.63,0,0,0,0
"OTU_1210",0,0.44,0,0.39,0,0,0,0
"OTU_1211",0,1.77,0,0,0.45,0,0,0
"OTU_1212",0,2.18,0,0,0,0,0,0
"OTU_1213",0,3.93,0,0,0,0,0,0
"OTU_1214",0,3.86,0,0,0,0,0,0
"OTU_1215",0,1.19,0,0,0,9.28,0,0
"OTU_1216",0,1.48,0,0,0,0,0,0
"OTU_1217",0,0.53,0,0,0,0,0,0
"OTU_1218",0,0.39,0,0,0,0,0,0
"OTU_1219",0,0.8,0,0,0,0,0,0
"OTU_1220",0,0.81,0,0,0,0,0,0
"OTU_1221",0,0.76,0,0,0,0,0,0
"OTU_1222",0,0.72,0,0,0,0,0,0
"OTU_1223",0,0,0,0,0,0,0,0
"OTU_1224",0,1.37,0,0,0,0,0,0
"OTU_1225",0,0.27,0,0,0,0,0,0
"OTU_1226",0,1.19,0,0,0,0,0,0
"OTU_1227",0,0.03,0,0,0,0,0,0
"OTU_1228",0,1.49,0,0,0,0,0,0
"OTU_1229",0,1.55,0,0,0,0,0,0
"OTU_1230",0,0.4,0,0,0,0,0,0
"OTU_1231",0,1.34,0,0,0,0,0,0
"OTU_1232",0,53.07,25.23,0.45,0,0,0,0
"OTU_1233",0,0,0,0,0,0,0,0
"OTU_1234",0,0.85,0,0,0,0,0,0
"OTU_1235",0,0.75,0,0,0,0,0,0
"OTU_1236",0,0.89,0,0,0,0,0,0
"OTU_1237",0,2.24,0,0.35,0,0,0,0
"OTU_1238",0,0.58,0,0,0,0,0,0
"OTU_1239",0,0.36,0,0,0,0,0,0
"OTU_1240",0,2.68,0,0,0,0,0,0
"OTU_1241",0,21.29,0,0,0,0,0,0
"OTU_1242",0,2.34,0,2.01,0,0,0,0
"OTU_1243",0,1,0,0,0,0,0,0
"OTU_1244",0,0.59,0,0,0,0,0,0
"OTU_1245",0,1.38,0,0,0,0,0,0
"OTU_1246",0,0.71,0,0,0,0,0,0
"OTU_1247",0,0.38,0,0,0,0,0,0
"OTU_1248",0,0.36,0,0,0,0,0,0
"OTU_1249",0,0.83,0.38,0,0,0,0,0
"OTU_1250",0,2.19,0,0,0,0,0,0
"OTU_1251",0,0.88,0,0,0,0,0,0
"OTU_1252",0,0.64,0,0,0,0,0,0
"OTU_1253",0,0.18,0,0,0,0,0,0
"OTU_1254",0,1.98,0,0,0,0,0,0
"OTU_1255",0,0.63,0,0,0,0,0,0
"OTU_1256",0,0.52,0,0,0,0,0,0
"OTU_1257",0,5.51,0,0,0,0,0,0
"OTU_1258",0,1.46,0,0,0,0,0,0
"OTU_1259",0,1.34,0,0,0,0,0,0
"OTU_1260",0,0.5,0,0,0,0,0,0
"OTU_1261",0,2.66,0,0,0,0,0,0
"OTU_1262",0,1.22,0,0,0,0,0,0
"OTU_1263",0,48.97,2.71,0,0,0,0,0
"OTU_1264",0,8.95,0,0,0,0,0,0
"OTU_1265",0,3.78,2.34,0,0,0,10.37,0
"OTU_1266",0,38.62,0,0,0,0,0,0
"OTU_1267",0,3.72,0,0,0,0,0,0
"OTU_1268",0,1.26,0,0,0,0,0,0
"OTU_1269",0,2.61,0,0,0,0,0,0
"OTU_1270",0,2.3,0,0,0,0,0,0
"OTU_1271",0,6.54,0,0,0,0,0,0
"OTU_1272",0,6.98,0,0,0,0,0,0
"OTU_1273",0,0.93,0,0,0,0,0,0
"OTU_1274",0,0.69,0,0,0,0,0,0
"OTU_1275",0,0.46,0,0,0,0,0,0
"OTU_1276",0,1.14,0,0,0,0,0,0
"OTU_1277",0,1.37,0,0,0,0,0,0
"OTU_1278",0,5.01,0.81,0,0,0,0,0
"OTU_1279",0,0.92,0,0,0,0,0,0
"OTU_1280",0,0.67,0,0,0,0,0,0
"OTU_1281",0,0.64,0.86,0,0,0,0,0
"OTU_1282",0,104.66,29.19,0.56,0,6.99,0,0
"OTU_1283",0,43.31,13.2,0,0,3.02,0,0
"OTU_1284",0,17.19,5.37,0,0,0,0,0
"OTU_1285",0,0.79,0,0,0,0,0,0
"OTU_1286",0,0.5,0.5,0,0,0,0,0
"OTU_1287",0,1.77,1.42,0,0,0,0,0
"OTU_1288",0,10.18,3.9,0,0,0,0.54,0
"OTU_1289",0,11.64,9.01,0,0,0,0.93,0
"OTU_1290",0,4.36,4.03,0,0,0,0,0
"OTU_1291",0,0.9,0,0,0,0,0,0
"OTU_1292",0,0.66,0,0,0,0,0,0
"OTU_1293",0,2.29,0,0,0,0,0,0
"OTU_1294",0,0.54,0,0,0,0,0,0
"OTU_1295",0,3.77,3.45,0,0,0,0,0
"OTU_1296",0,2.86,3.19,0,0,0,0,0
"OTU_1297",0,1.58,3.32,0,0,0,0,0
"OTU_1298",0,0.67,0.62,0,0,0,0,0
"OTU_1299",0,4.33,2.73,0,0,0,0,0
"OTU_1300",0,1.69,11.85,0.53,2.59,0,0.92,0
"OTU_1301",0,63.7,0,0,0,0,0,0
"OTU_1302",0,13.61,0,0,0,0,0,0
"OTU_1303",0,21.5,3.17,0,28.88,0,0,0
"OTU_1304",0,8.04,0,0,0,0,0,0
"OTU_1305",0,8.95,0,0,0,0,0,0
"OTU_1306",0,8.11,0,0,0,0,0,0
"OTU_1307",0,6.67,0,0,0,0,0,0
"OTU_1308",0,2.35,0,0,0,0,0,0
"OTU_1309",0,0.63,0,0,0,0,0,0
"OTU_1310",0,39.13,0,0,0,83.54,0,0
"OTU_1311",0,0.66,0,0,0,0,0,0
"OTU_1312",0,1.76,0,0,0,0,0,0
"OTU_1313",0,0.74,0,0,0,0,1.07,0
"OTU_1314",0,0.89,0,0,0,0,0,0
"OTU_1315",0,0.96,0,0,0,0,0,0
"OTU_1316",0,0.46,0,0,0,0,0,0
"OTU_1317",0,0.79,4.88,0,0,0,159.21,0
"OTU_1318",0,0.66,0,0,0,0,0,0
"OTU_1319",0,0.64,0,0,0,0,0,0
"OTU_1320",0,0.52,0,0,0,0,0,0
"OTU_1321",0,4.46,0,0,0,154.68,0,0
"OTU_1322",0,4.01,0,5.05,0,0,0,0
"OTU_1323",0,1.43,0,0,0,0,0,0
"OTU_1324",0,93.6,20.76,0,0,0,0,0
"OTU_1325",0,1.34,0,0,0,0,0,0
"OTU_1326",0,11.34,0,0,0,0,0,0
"OTU_1327",0,4.54,0,0,0,0,0,0
"OTU_1328",0,2.66,0,0,0,0,0,0
"OTU_1329",0,44.35,0,0,0,2189.34,0,0
"OTU_1330",0,9.59,0,0,0,0,0,0
"OTU_1331",0,4.19,0,0,0,0,0,0
"OTU_1332",0,0.52,0,0,0,0,0,0
"OTU_1333",0,16.87,0,0,0,0,0,0
"OTU_1334",0,5.52,0,0,0,0,0,0
"OTU_1335",0,0.53,0,0,0,0,0,0
"OTU_1336",0,5.96,0,0,0,0,0,0
"OTU_1337",0,1.02,0,0,0,0,0,0
"OTU_1338",0,26.26,0,0,0,0,0,0
"OTU_1339",0,0.93,0,0,0,0,0,0
"OTU_1340",0,2.68,0,0,0,0,0,0
"OTU_1341",0,0.93,0,0,0,0,0,0
"OTU_1342",0,3.33,0,0,0,0,0,0
"OTU_1343",0,11.67,0,0,0,0,0,0
"OTU_1344",0,2.15,0,0,0,0,0,0
"OTU_1345",0,2.03,0,0,0,0,0,0
"OTU_1346",0,12.15,24.44,0,0,0,0,0
"OTU_1347",0,1.71,0,0,0,0,0,0
"OTU_1348",0,0.44,0.64,0,0,0,1.9,0
"OTU_1349",0,6.34,0,0,0,0,0,0
"OTU_1350",0,0.6,0,0,0,0,0,0
"OTU_1351",0,6.18,0,0,0,59.24,0,0
"OTU_1352",0,2.32,0,0,0,0,0,0
"OTU_1353",0,1.62,0,0,0,0,0,0
"OTU_1354",0,0.86,0,0,0,0,0,0
"OTU_1355",0,2.83,0,0,0,0,0,0
"OTU_1356",0,3.39,0,1.03,0,0,0,0
"OTU_1357",0,0.69,0,0,0,0,0,0
"OTU_1358",0,0.72,0,0,0,0,0,0
"OTU_1359",0,0,0,0,0.06,0,0,0
"OTU_1360",0,0,0.2,0.25,0,0,0,0
"OTU_1361",0,0,0,0,0,0,0,0
"OTU_1362",0,0,0,0,0,0,0,0
"OTU_1363",0,0,0,0,0,0,0,0
"OTU_1364",0,0,0,0,0,0,0,0
"OTU_1365",0,0,0.13,0,1.15,0,0,0.13
"OTU_1366",0,0,0,0,0,0,0,0
"OTU_1367",0,0,0.26,1.02,0.39,0,0,0
"OTU_1368",0,0,0.32,0,0.96,0,0,0
"OTU_1369",0,0,0,0,0,0,0,0
"OTU_1370",0,0,0,0,0,0,0,0
"OTU_1371",0,0,0,0,0,0,0,0
"OTU_1372",0,0,0.13,0,0,0,0,0
"OTU_1373",0,0,0,0,0,0,0,0
"OTU_1374",0,0,0,0,0,0,0,0
"OTU_1375",0,0,0.61,0,0.74,0,0,0
"OTU_1376",0,0,0,0,0,0,0,0
"OTU_1377",0,0,0,0,0,0,0,0
"OTU_1378",0,0,0.52,0,0,0,0,0
"OTU_1379",0,0,0,0,0,0,0,0
"OTU_1380",0,0,0.13,0,19.61,0,0,2.82
"OTU_1381",0,0,0,0,0,0,0,0
"OTU_1382",0,0,0.13,0.1,0,0,0,0
"OTU_1383",0,0,0,0,0,0,0,0
"OTU_1384",0,0,0,0,0,0,0,0
"OTU_1385",0,0,0,0,0,0,0,0
"OTU_1386",0,0,0,0,0,0,0,0
"OTU_1387",0,0,0,0,0,0,0,0
"OTU_1388",0,0,0,0.94,0.06,0,0.13,0
"OTU_1389",0,0,0,0.32,0,0,0,0
"OTU_1390",0,0,0,0,0,0,0,0
"OTU_1391",0,0,0,0,0,0,0,0
"OTU_1392",0,0,0,0,0,0,0,0
"OTU_1393",0,0,0.18,0,0.5,0,0,0
"OTU_1394",0,0,0.06,0,0,0,0.18,0
"OTU_1395",0,0,0.43,0,0,0,0,0
"OTU_1396",0,0,0.06,0,0.85,0,0,0
"OTU_1397",0,0,0,0,0,0,0,0
"OTU_1398",0,0,0,0,0,0,0,0
"OTU_1399",0,0,0.33,0,0,0,0,0
"OTU_1400",0,0,0,0,0,0,0,0
"OTU_1401",0,0,4.07,0,0,0,0.73,0
"OTU_1402",0,0,0.65,0,0,0,0,0
"OTU_1403",0,0,0.5,0,0,0,0,0
"OTU_1404",0,0,0.2,0,15.78,0,0,6.39
"OTU_1405",0,0,0.42,0,0,0,0,0
"OTU_1406",0,0,0.56,0,0,0,0,0
"OTU_1407",0,0,0,0,0,0,0,0
"OTU_1408",0,0,0.45,0.46,0,0,0,0
"OTU_1409",0,0,0.32,0,0,0,0,0
"OTU_1410",0,0,0,0,0,0,0,0
"OTU_1411",0,0,0,0,0,0,0,0
"OTU_1412",0,0,0.13,0.95,2.17,0,0,0.38
"OTU_1413",0,0,0.26,0,0,0,0,0
"OTU_1414",0,0,0.06,0,0,0,0,0
"OTU_1415",0,0,0.58,0,0,0,0,0
"OTU_1416",0,0,0.08,0,0,0,0,0
"OTU_1417",0,0,2.03,0,0,0,0,0
"OTU_1418",0,0,0.06,0,0,0,0,0
"OTU_1419",0,0,0.9,0,0,0,0,0
"OTU_1420",0,0,0.39,0,0.06,0,0.64,0
"OTU_1421",0,0,0,0,0,0,0,0
"OTU_1422",0,0,0,0,0,0,0,0
"OTU_1423",0,0,0.71,0,0,0,0,0
"OTU_1424",0,0,0,0,0,0,0,0
"OTU_1425",0,0,0.76,0,0,0,0,0
"OTU_1426",0,0,0.06,0,0,0,0,0
"OTU_1427",0,0,0,0,0,0,0,0
"OTU_1428",0,0,1.7,0,0,0,0,0
"OTU_1429",0,0,0.91,0,0,0,0,0
"OTU_1430",0,0,0.18,0,0.1,0,0,0
"OTU_1431",0,0,0.59,0,0,0,7.78,0
"OTU_1432",0,0,2.61,0,0,0,0.87,0
"OTU_1433",0,0,0.07,0,0,0,0,0
"OTU_1434",0,0,0.37,0.04,1.86,0,0,0
"OTU_1435",0,0,1.62,0,0.42,0,0,0
"OTU_1436",0,0,0.85,0,0,7.54,0,0
"OTU_1437",0,0,0,0,2,0,0.37,0
"OTU_1438",0,0,1.01,0,0.96,0,0.92,0
"OTU_1439",0,0,0.86,0,0,0,94.8,0
"OTU_1440",0,0,0.69,0,0,0,0.77,0
"OTU_1441",0,0,0.65,7.48,7.71,0,0,0
"OTU_1442",0,0,0.38,0,0,0,0,0
"OTU_1443",0,0,0,0,0,0,0,0
"OTU_1444",0,0,2.66,0,0,0,0,0
"OTU_1445",0,0,0.45,0,0,0,0,0
"OTU_1446",0,0,1.7,0,0,0,0,0
"OTU_1447",0,0,1.58,0,0,0,0,0
"OTU_1448",0,0,0.72,0,0,0,0.43,0
"OTU_1449",0,0,2.07,0,0,0,1.55,0
"OTU_1450",0,0,0.1,0,0,0,0.24,0
"OTU_1451",0,0,0.36,0,0,0,0,0
"OTU_1452",0,0,0.38,0,0,0,2.14,0
"OTU_1453",0,0,0.85,0,0,0,0.1,0
"OTU_1454",0,0,0.58,0,0,0,2.6,0
"OTU_1455",0,0,0.74,0,0,0,0,0
"OTU_1456",0,0,0,0,0,0,0,0
"OTU_1457",0,0,2.01,0,0,0,0.65,0
"OTU_1458",0,0,27.44,0,0,0,8.39,0
"OTU_1459",0,0,3.63,0,0,0,2.42,0
"OTU_1460",0,0,0.71,0,0,0,7.78,0
"OTU_1461",0,0,0.85,0.61,0,0,0,0
"OTU_1462",0,0,0.69,0,0,0,0,0
"OTU_1463",0,0,0.39,0,0,0,0,0
"OTU_1464",0,0,0.16,0,1.25,0,0,0
"OTU_1465",0,0,0.63,0,0,0,0,0
"OTU_1466",0,0,0.89,0,0,0,0,0
"OTU_1467",0,0,0.38,0,0,0,0,0
"OTU_1468",0,0,0.45,0,0,0,0,0
"OTU_1469",0,0,0.49,0,0,0,0,0
"OTU_1470",0,0,0.41,0,0,0,0,0
"OTU_1471",0,0,0.71,0,0,0,4.86,0
"OTU_1472",0,0,0.98,0,0,0,0,0
"OTU_1473",0,0,0.14,0,0,0,0,0
"OTU_1474",0,0,0.6,0,5.82,0,0,0.91
"OTU_1475",0,0,0.96,0,0,0,0,0
"OTU_1476",0,0,0.56,0,0,0,0,0
"OTU_1477",0,0,0.42,0,0,0,0,0
"OTU_1478",0,0,0.93,0,0,0,0,0
"OTU_1479",0,0,0.35,0,0,0,0,0
"OTU_1480",0,0,0.45,0,0,0,0,0
"OTU_1481",0,0,0.71,0,0,0,0,0
"OTU_1482",0,0,0.36,0,0,0,0,0
"OTU_1483",0,0,1.32,0,0,0,0,0
"OTU_1484",0,0,0.52,0,0,0,0,0
"OTU_1485",0,0,1.42,0,0,0,0,0
"OTU_1486",0,0,0.39,0,0,0,0,0
"OTU_1487",0,0,1.41,0,0,0,0,0
"OTU_1488",0,0,1.35,0,0,0,0,0
"OTU_1489",0,0,1.71,0,0.83,0,0,0
"OTU_1490",0,0,1.07,0,0.93,0,0,0
"OTU_1491",0,0,14.62,0,0,0,0,0
"OTU_1492",0,0,145.54,0,0,0,15.15,0
"OTU_1493",0,0,1.67,0,0,0,0,0
"OTU_1494",0,0,57.11,0,0,0,7.98,0
"OTU_1495",0,0,1.09,0,0,0,25.75,0
"OTU_1496",0,0,7.9,1.07,0,0,0.68,0
"OTU_1497",0,0,0.7,0,0,0,0,0
"OTU_1498",0,0,3.94,0,0,0,0,0
"OTU_1499",0,0,7.62,0,0,0,1.36,0
"OTU_1500",0,0,1.52,0,0,0,7.79,0
"OTU_1501",0,0,1.79,0,0,0,0,0
"OTU_1502",0,0,1.49,0,17.87,1.74,0,0
"OTU_1503",0,0,9.74,0,0.95,0,0,0
"OTU_1504",0,0,32.15,0,0,0,0.53,0
"OTU_1505",0,0,3.16,0,10.23,0,0,0
"OTU_1506",0,0,0.51,0,0,0,0,0
"OTU_1507",0,0,12.43,0,0,0,0,0
"OTU_1508",0,0,20.57,0,0,0,0,0
"OTU_1509",0,0,64.48,0,0,0,0,0
"OTU_1510",0,0,0.59,0,0,0,0,0
"OTU_1511",0,0,1.24,0,0,0,0,0
"OTU_1512",0,0,5.41,0,0,0,11.57,0
"OTU_1513",0,0,3.39,0,0,0,5.4,0
"OTU_1514",0,0,2.08,0,0,0,0,0
"OTU_1515",0,0,10.31,0,0,0,0,0
"OTU_1516",0,0,4.26,0,0,0,0,0
"OTU_1517",0,0,0.5,0,0,0,0,0
"OTU_1518",0,0,1.4,0,0,0,0,0
"OTU_1519",0,0,0.47,0,0,0,1.51,0
"OTU_1520",0,0,0.62,0,0,0,1.05,0
"OTU_1521",0,0,3.65,0,0,0,3.21,0
"OTU_1522",0,0,2.54,0,0,0,0,0
"OTU_1523",0,0,2.72,0,0,0,0,0
"OTU_1524",0,0,0.45,0,0,0,0,0
"OTU_1525",0,0,0.91,0,0,0,0,0
"OTU_1526",0,0,1.28,0,0,0,14.81,0
"OTU_1527",0,0,2.6,0,0,0,0,0
"OTU_1528",0,0,19.24,0,0,0,17.78,0
"OTU_1529",0,0,0.5,0,0,0,0,0
"OTU_1530",0,0,8.58,0,0,0,2.69,0
"OTU_1531",0,0,3.28,0,0,0,0.73,0
"OTU_1532",0,0,1.77,0,0,0,0,0
"OTU_1533",0,0,20.79,0,0,0,8.54,0
