"","ASVs","Domain","Phylum","Class","Order","Family","Genus","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"3713","ASV4494"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__WJKL01"," g__JAHWIB01",0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"3714","ASV4495"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__JAHWIC01"," g__JAHWIC01",0,0,19,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,6,0,0,0
"3715","ASV4496"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__JAHWIL01"," g__JAHWIL01",0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,2,1,0,0,0,0,3,0,0,0
"3716","ASV4497"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__WJKL01"," g__JAHWIM01",0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0
"3717","ASV4498"," d__Bacteria"," p__UBA10199"," c__UBA10199"," o__UBA10199"," f__JAIBAG01"," g__JAIBAG01",0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,31,0,0,0
"3718","ASV4501"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," o__Gaiellales"," f__Gaiellaceae"," g__JAIBJP01",0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0
"3719","ASV4502"," d__Bacteria"," p__Planctomycetota"," c__Planctomycetia"," o__Pirellulales"," f__JAICIG01"," g__JAICLL01",0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3720","ASV4503"," d__Bacteria"," p__Gemmatimonadota"," c__Gemmatimonadetes"," o__Gemmatimonadales"," f__Gemmatimonadaceae"," g__JAICNG01",0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3721","ASV4504"," d__Bacteria"," p__Chloroflexota"," c__Limnocylindria"," o__QHBO01"," f__QHBO01"," g__JAICQM01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0
"3722","ASV4506"," d__Bacteria"," p__Planctomycetota"," c__Planctomycetia"," o__Gemmatales"," f__Gemmataceae"," g__JAIEMG01",0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3723","ASV4507"," d__Bacteria"," p__Bdellovibrionota"," c__UBA1018"," o__UBA1018"," f__UBA1018"," g__JAIEMT01",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"3724","ASV4508"," d__Bacteria"," p__Bdellovibrionota"," c__FAC87"," o__UBA2466"," f__UBA2466"," g__JAIEOG01",0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"3725","ASV4510"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__UBA918"," g__JAIETH01",0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,0,0
"3726","ASV4511"," d__Bacteria"," p__Patescibacteria"," c__Saccharimonadia"," o__Saccharimonadales"," f__UBA10212"," g__JAIFWC01",0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,1,0,0,22,1,0,0
"3727","ASV4512"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__2-02-FULL-40-12"," f__GWA2-44-9"," g__JAIFWG01",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0
"3728","ASV4513"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__JAKAEA01"," g__JAIFWI01",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0
"3729","ASV4514"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__Zambryskibacteraceae"," g__JAIFWN01",0,0,15,0,0,0,0,4,4,0,0,0,0,6,1,122,0,0,0,0,1,134,7,0,0
"3730","ASV4515"," d__Bacteria"," p__Patescibacteria"," c__Doudnabacteria"," o__UBA920"," f__O2-02-FULL-48-8"," g__JAIFWV01",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,16,0,0,0,0,0,45,9,0,0
"3731","ASV4517"," d__Bacteria"," p__Planctomycetota"," c__Planctomycetia"," o__Pirellulales"," f__JAIMBC01"," g__JAIMBC01",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3732","ASV4519"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__JAIOOV01"," g__JAIOOV01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,11,3,0,0
"3733","ASV4520"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__XYD1-FULL-46-19"," g__JAIOOX01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,22,0,0,0
"3734","ASV4521"," d__Bacteria"," p__Verrucomicrobiota"," c__Kiritimatiellia"," o__UBA8416"," f__JAIOPI01"," g__JAIOPI01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0
"3735","ASV4522"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Zapsychrales"," f__Zapsychraceae"," g__JAIORP01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"3736","ASV4523"," d__Archaea"," p__B1Sed10-29"," c__B1Sed10-29"," o__WALL01"," f__JAGHAM01"," g__JAIOSL01",0,0,1,0,0,0,0,2,3,0,0,2,0,4,3,3,0,0,0,0,0,2,0,0,0
"3737","ASV4524"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__GW2011-AR20"," g__JAIOTD01",0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0
"3738","ASV4525"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__JAIOZK01"," g__JAIOZK01",0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3739","ASV4526"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__21-14-0-10-32-9"," g__JAIPET01",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,1,0,0
"3740","ASV4527"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__CAIQNR01"," g__JAIPGS01",0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3741","ASV4528"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__UASB340"," g__JAIPGX01",0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,0,1,0,0,0
"3742","ASV4529"," d__Bacteria"," p__Acidobacteriota"," c__Polarisedimenticolia"," o__Polarisedimenticolales"," f__JAIQFR01"," g__JAIQFR01",0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"3743","ASV4533"," d__Bacteria"," p__Synergistota"," c__Synergistia"," o__Synergistales"," f__Synergistaceae"," g__JAIRWR01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0
"3744","ASV4538"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__JAISJH01",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,0,0
"3745","ASV4543"," d__Bacteria"," p__Bacillota_B"," c__Desulfitobacteriia"," o__Desulfitobacteriales"," f__Desulfitobacteriaceae"," g__JAITOS01",0,0,3,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
"3746","ASV4545"," d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__UBA2999"," g__JAIVJN01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"3747","ASV4547"," d__Bacteria"," p__Bdellovibrionota"," c__UBA1018"," o__UBA1018"," f__CAIMNF01"," g__JAIXVT01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"3748","ASV4549"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__CAIQNR01"," g__JAIYDZ01",0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"3749","ASV4551"," d__Bacteria"," p__Chlamydiota"," c__Chlamydiia"," o__Chlamydiales"," f__JAAKFR01"," g__JAJACK01",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
"3750","ASV4552"," d__Bacteria"," p__Chlamydiota"," c__Chlamydiia"," o__Chlamydiales"," f__JAAKFR01"," g__JAJACP01",0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"3751","ASV4554"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__UBA1151"," f__JAJCYX01"," g__JAJCYX01",0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,1,0,0,0
"3752","ASV4556"," d__Bacteria"," p__Nitrospinota"," c__Nitrospinia"," o__Nitrospinales"," f__JACRGP01"," g__JAJDBB01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0
"3753","ASV4557"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Zapsychrales"," f__Zapsychraceae"," g__JAJDCA01",0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"3754","ASV4558"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Zapsychrales"," f__Zapsychraceae"," g__JAJDCB01",0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0
"3755","ASV4560"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JAJDCH01",0,0,6,0,0,0,0,0,3,0,0,0,0,1,4,34,0,0,0,0,1,32,0,0,0
"3756","ASV4563"," d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Fen-336"," f__Fen-336"," g__JAJDNS01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0
"3757","ASV4564"," d__Bacteria"," p__Chloroflexota"," c__UBA2235"," o__UBA12225"," f__JAJDUF01"," g__JAJDUF01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3758","ASV4565"," d__Bacteria"," p__Chloroflexota"," c__UBA11872"," o__UBA11872"," f__UBA11872"," g__JAJECS01",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"3759","ASV4570"," d__Bacteria"," p__Chlamydiota"," c__Chlamydiia"," o__Chlamydiales"," f__JAJFMA01"," g__JAJFMA01",0,0,12,1,0,0,0,426,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"3760","ASV4573"," d__Bacteria"," p__Actinomycetota"," c__UBA4738"," o__UBA4738"," f__HRBIN12"," g__JAJNBA01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,2,0,0
"3761","ASV4574"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__CAISUE01"," f__CAISUE01"," g__JAJNBD01",0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"3762","ASV4575"," d__Archaea"," p__Halobacteriota"," c__UBA148"," o__UBA148"," f__JAJOKI01"," g__JAJOKI01",0,0,3,0,0,0,0,2,2,0,0,0,0,2,3,6,0,0,0,0,1,23,1,0,0
"3763","ASV4576"," d__Bacteria"," p__Chloroflexota"," c__UBA6077"," o__UBA6077"," f__JAJPGT01"," g__JAJPGT01",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,3,0,0,0
"3764","ASV4577"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__DSM-16500"," f__DSM-16500"," g__JAJPGW01",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"3765","ASV4578"," d__Bacteria"," p__Chloroflexota"," c__UBA6077"," o__UBA6077"," f__JAJPHF01"," g__JAJPHF01",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,2,0,0,0
"3766","ASV4579"," d__Archaea"," p__Thermoplasmatota"," c__SW-10-69-26"," o__JACQPN01"," f__JAJPHT01"," g__JAJPHT01",0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0
"3767","ASV4580"," d__Bacteria"," p__Planctomycetota"," c__Planctomycetia"," o__Gemmatales"," f__Gemmataceae"," g__JAJPHU01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"3768","ASV4581"," d__Bacteria"," p__Actinomycetota"," c__UBA4738"," o__UBA4738"," f__HRBIN12"," g__JAJPHY01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,2,0,0
"3769","ASV4582"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__DSM-16500"," f__DSM-16500"," g__JAJPJH01",0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3770","ASV4583"," d__Bacteria"," p__Desulfobacterota_B"," c__Binatia"," o__UBA9968"," f__UBA9968"," g__JAJPJQ01",0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0
"3771","ASV4584"," d__Archaea"," p__Thermoproteota"," c__Nitrososphaeria"," o__Conexivisphaerales"," f__DTJL01"," g__JAJPJS01",0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3772","ASV4585"," d__Bacteria"," p__Chloroflexota"," c__Ktedonobacteria"," o__Ktedonobacterales"," f__JACDGC01"," g__JAJPKG01",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"3773","ASV4587"," d__Archaea"," p__Asgardarchaeota"," c__Heimdallarchaeia"," o__Heimdallarchaeales"," f__Kariarchaeaceae"," g__JAJRQD01",0,0,4,0,0,1,2,0,0,0,4,1,0,0,0,1,0,1,0,0,3,4,0,0,0
"3774","ASV4588"," d__Bacteria"," p__Zixibacteria"," c__MSB-5A5"," o__GN15"," f__FEB-12"," g__JAJRTA01",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,1,0
"3775","ASV4589"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Pacearchaeales"," f__GW2011-AR1"," g__JAJRTJ01",0,0,11,1,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,1,10,0,3,0
"3776","ASV4591"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA9570"," f__UBA9570"," g__JAJRVJ01",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
"3777","ASV4592"," d__Archaea"," p__Asgardarchaeota"," c__Heimdallarchaeia"," o__Heimdallarchaeales"," f__JAJRWK01"," g__JAJRWK01",0,0,1,1,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0
"3778","ASV4596"," d__Bacteria"," p__Planctomycetota"," c__JAJSAM01"," o__JAKLKS01"," f__JAJVHW01"," g__JAJVHW01",0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,5,0,0,0,0,0,9,7,0,0
"3779","ASV4597"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__2-02-FULL-51-18"," f__2-02-FULL-51-18"," g__JAJVIE01",0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,3,0,0,0
"3780","ASV4599"," d__Bacteria"," p__Elusimicrobiota"," c__Elusimicrobia"," o__F11"," f__F11"," g__JAJVIP01",0,0,13,0,0,0,0,0,0,0,0,1,0,0,5,59,0,0,0,0,0,1,0,0,0
"3781","ASV4600"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Norongarragalinales"," f__UBA97"," g__JAJXUZ01",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0
"3782","ASV4601"," d__Bacteria"," p__Verrucomicrobiota"," c__Lentisphaeria"," o__Victivallales"," f__GWF2-38-69"," g__JAJXWI01",0,0,1,0,0,0,0,0,0,0,0,1,0,7,3,6,0,0,0,0,0,0,0,0,0
"3783","ASV4603"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__2-01-FULL-56-20"," g__JAJXYP01",0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,19,0,0,0,0,0,8,0,0,0
"3784","ASV4604"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__2-01-FULL-56-20"," g__JAJXZE01",0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,21,0,0,0,0,2,17,0,0,0
"3785","ASV4605"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Limisphaerales"," f__J093"," g__JAJXZJ01",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,0
"3786","ASV4606"," d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Treponematales"," f__Rectinemataceae"," g__JAJXZP01",0,0,1,1,0,0,0,0,0,0,0,25,2,0,16,0,0,0,4,0,0,0,0,0,0
"3787","ASV4607"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Acidiferrobacterales"," f__UBA6901"," g__JAJYCY01",0,0,6,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,21,0,0,0
"3788","ASV4609"," d__Bacteria"," p__Dependentiae"," c__Babeliae"," o__Babeliales"," f__Vermiphilaceae"," g__JAJYDS01",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,2,0,1,0,0
"3789","ASV4610"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JAJYIE01",0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,109,0,0,0
"3790","ASV4611"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__GWA2-44-7"," f__UBA8517"," g__JAJYIG01",0,0,3,0,0,0,0,0,1,0,0,4,0,0,3,3,0,0,0,0,1,24,2,0,0
"3791","ASV4612"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__Magasanikbacterales"," f__GWA2-37-8"," g__JAJYIJ01",0,0,21,1,0,0,0,0,2,0,0,3,0,0,4,1,0,0,0,0,0,14,0,3,0
"3792","ASV4613"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__SG8-24"," f__GWF2-40-263"," g__JAJYIV01",0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,4,0,0,0,0,0,1,3,0,0
"3793","ASV4614"," d__Bacteria"," p__Patescibacteria"," c__Doudnabacteria"," o__UBA920"," f__UBA920"," g__JAJYJE01",0,0,3,0,0,0,0,1,0,0,0,0,0,4,1,4,0,0,0,0,0,17,0,0,0
"3794","ASV4615"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Moranbacterales"," f__UBA2206"," g__JAJYJP01",0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,7,0,0,0,0,3,1,10,0,0
"3795","ASV4617"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__BM507"," f__JAKAJF01"," g__JAJYLD01",0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0
"3796","ASV4618"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__BM507"," f__GWE2-39-37"," g__JAJYMT01",0,0,1,1,0,0,0,3,7,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0
"3797","ASV4619"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Daviesbacterales"," f__UBA10151"," g__JAJYNN01",0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,89,0,0,0,0,0,118,6,0,0
"3798","ASV4620"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA1406"," f__GWC2-37-13"," g__JAJYOJ01",0,0,1,0,0,0,0,0,1,2,0,0,0,3,3,6,0,0,0,0,0,42,0,0,0
"3799","ASV4622"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Micrarchaeales"," f__CABMGC01"," g__JAJYVH01",0,0,3,2,0,0,0,0,1,1,2,1,1,2,3,4,0,0,1,1,2,1,2,1,3
"3800","ASV4624"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JAJYWL01",0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,24,0,0,0,0,0,6,0,0,0
"3801","ASV4625"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__JAJYZQ01"," f__JAJYZQ01"," g__JAJYZQ01",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3802","ASV4627"," d__Bacteria"," p__Elusimicrobiota"," c__Elusimicrobia"," o__UBA1565"," f__UBA9628"," g__JAJZAK01",0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"3803","ASV4632"," d__Archaea"," p__Micrarchaeota"," c__Micrarchaeia"," o__Micrarchaeales"," f__CABMGC01"," g__JAJZNA01",0,0,2,0,0,0,0,0,0,1,0,0,0,4,1,4,0,0,1,0,1,1,0,0,0
"3804","ASV4633"," d__Bacteria"," p__Patescibacteria"," c__Saccharimonadia"," o__Saccharimonadales"," f__UBA4665"," g__JAJZNU01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"3805","ASV4634"," d__Bacteria"," p__Patescibacteria"," c__Doudnabacteria"," o__UBA920"," f__VMFF01"," g__JAJZOG01",0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0
"3806","ASV4637"," d__Bacteria"," p__UBA10199"," c__UBA10199"," o__2-02-FULL-44-16"," f__JAAZCA01"," g__JAJZQH01",0,0,7,0,0,0,0,8,10,0,0,2,0,30,8,0,0,1,0,0,0,13,0,0,0
"3807","ASV4638"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Acetobacterales"," f__Acetobacteraceae"," g__JAJZVV01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3808","ASV4642"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__JAKAEA01"," g__JAKAEA01",0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,5,0,0,0
"3809","ASV4643"," d__Bacteria"," p__Nitrospirota"," c__Thermodesulfovibrionia"," o__Thermodesulfovibrionales"," f__JdFR-88"," g__JAKAEG01",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"3810","ASV4644"," d__Bacteria"," p__Chlamydiota"," c__Chlamydiia"," o__Chlamydiales"," f__SM23-39"," g__JAKAFF01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"3811","ASV4646"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__2-01-FULL-56-20"," g__JAKAGE01",0,0,15,1,0,0,0,0,3,0,0,0,0,1,3,53,0,0,0,0,0,37,0,0,0
"3812","ASV4647"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA10025"," f__UBA10025"," g__JAKAGM01",0,0,3,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"3813","ASV4648"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__GWB1-50-10"," g__JAKAHD01",0,0,3,1,0,0,0,2,14,1,0,1,2,5,4,38,0,0,0,0,0,16,0,0,1
"3814","ASV4650"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__GWB1-50-10"," g__JAKAHT01",0,0,5,0,0,0,0,2,12,1,0,1,0,8,1,20,0,0,0,0,2,10,0,0,0
"3815","ASV4651"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__GWA1-39-11"," g__JAKAHW01",0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,1,7,0,0,0
"3816","ASV4652"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA6257"," f__JAGOQP01"," g__JAKAHY01",0,0,5,0,0,0,0,1,0,0,0,0,0,2,2,5,0,0,0,0,1,2,0,0,0
"3817","ASV4653"," d__Bacteria"," p__Chloroflexota"," c__Ktedonobacteria"," o__Ktedonobacterales"," f__JADMIN01"," g__JAKAIY01",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"3818","ASV4654"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Curtissbacterales"," f__GWA2-41-24"," g__JAKAJD01",0,0,10,0,0,0,0,0,17,0,0,0,0,0,12,18,0,0,0,0,0,19,33,0,0
"3819","ASV4655"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__GWA2-44-7"," f__UBA8517"," g__JAKAJP01",0,0,4,2,0,0,0,0,5,0,0,6,0,3,1,27,0,0,0,0,2,35,0,0,1
"3820","ASV4656"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__SG8-24"," f__SG8-24"," g__JAKAKZ01",0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0
"3821","ASV4657"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__SBAW01"," g__JAKALC01",0,0,19,0,0,0,0,0,0,1,0,0,0,1,15,8,0,0,0,0,1,32,2,0,0
"3822","ASV4658"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JAKALS01",0,0,9,1,0,0,0,3,3,0,0,0,0,5,1,103,0,0,0,0,1,67,2,0,0
"3823","ASV4659"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__JAKAMF01",0,0,16,0,0,0,0,0,4,0,0,0,0,5,13,0,0,0,0,0,1,1,0,0,0
"3824","ASV4660"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__Levybacterales"," f__UBA12049"," g__JAKAMH01",0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,18,0,0,0,0,0,17,0,0,0
