"","ASVs","Domain","Phylum","Class","Order","Family","Genus","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"1479","ASV1712"," d__Archaea"," p__Thermoproteota"," c__Bathyarchaeia"," o__RBG-16-48-13"," f__RBG-16-48-13"," g__RBG-16-48-13",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1480","ASV1713"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__RBG-16-60-22"," g__RBG-16-56-11",0,2,0,0,0,1,0,0,0,0,0,2,0,32,0,2,0,0,6,0,12,8,2,7,1
"1481","ASV1714"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__RBG-16-58-11"," g__RBG-16-58-11",0,1,3,0,0,0,0,44,471,9,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0
"1482","ASV1715"," d__Bacteria"," p__Acidobacteriota"," c__Aminicenantia"," o__Aminicenantales"," f__RBG-16-66-30"," g__RBG-16-66-30",0,1,0,0,0,2,1,4,0,9,0,4,4,91,10,0,0,0,28,1,7,4,5,0,4
"1483","ASV1716"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiaceae"," g__RCIZ01",0,4,0,1,1,3,0,4,0,0,0,10,0,0,0,0,0,0,5,0,16,1,2,0,0
"1484","ASV1718"," d__Bacteria"," p__Desulfobacterota_D"," c__UBA1144"," o__RKRQ01"," f__RKRQ01"," g__RKRQ01",0,6,0,0,0,0,0,3,0,2,0,2,0,0,1,0,0,2,0,0,1,0,3,0,0
"1485","ASV1719"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Parvarchaeales"," f__Parvarchaeaceae"," g__Rehaiarchaeum",0,2,17,1,0,2,0,5,9,15,0,3,1,12,8,38,0,0,4,0,7,79,4,0,0
"1486","ASV1720"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhodomicrobiaceae"," g__Rhodomicrobium",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1487","ASV1721"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__S120"," g__S120",0,2,0,2,0,0,0,2,0,3,0,3,2,36,0,5,0,0,5,0,9,11,3,1,1
"1488","ASV1723"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__SBBM01",0,1,0,0,0,0,0,2,2,0,0,1,0,9,3,0,0,0,0,0,1,3,3,0,0
"1489","ASV1725"," d__Archaea"," p__Thermoproteota"," c__Bathyarchaeia"," o__Bathyarchaeales"," f__UBA233"," g__SG8-32-3",0,1,0,0,0,1,0,8,2,29,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
"1490","ASV1726"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__SG8-41"," g__SG8-41",0,1,10,0,0,0,0,0,2,0,0,4,0,0,2,13,0,0,0,0,1,31,0,0,3
"1491","ASV1727"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__SHVV01"," f__SHVV01"," g__SHVV01",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1492","ASV1728"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__SHXV01"," f__SHXV01"," g__SHXV01",0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,24,0,0,1
"1493","ASV1729"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__Magasanikbacterales"," f__GWA2-37-8"," g__SICD01",0,1,50,3,0,0,0,1,19,0,0,1,0,2,4,12,0,0,1,0,0,67,1,0,0
"1494","ASV1730"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__GIF9"," f__AB-539-J10"," g__SKVJ01",0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,3,2,37,0
"1495","ASV1732"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__SM23-28-2"," f__SM23-28-2"," g__SM23-28-2",0,1,1,2,0,0,0,1,0,2,0,0,0,53,0,13,0,0,0,0,0,5,7,0,1
"1496","ASV1733"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UBA1558"," f__S5-K13"," g__STF1-138",0,5,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
"1497","ASV1736"," d__Archaea"," p__Hydrothermarchaeota"," c__Hydrothermarchaeia"," o__Hydrothermarchaeales"," f__SZUA-236"," g__SZUA-236",0,1,1,0,0,1,0,0,1,0,1,1,0,2,0,4,1,0,0,0,0,12,0,0,0
"1498","ASV1737"," d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Treponematales"," f__Breznakiellaceae"," g__SZUA-426",0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1499","ASV1738"," d__Bacteria"," p__Fermentibacterota"," c__Fermentibacteria"," o__Fermentibacterales"," f__Fermentibacteraceae"," g__Sabulitectum",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0
"1500","ASV1739"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Serpentinimonas",0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,0,1,0,0,0,194,550,1
"1501","ASV1740"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales_B"," f__Blattabacteriaceae"," g__Shikimatogenerans",0,6,3,1,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1502","ASV1741"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Gallionellaceae"," g__Sideroxyarcus",0,1,0,9,159,1,0,32,4,89,12,5,0,1,43,616,0,0,4349,0,5,8,175,0,3
"1503","ASV1742"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Sulfitobacter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1
"1504","ASV1743"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Rhodocyclaceae"," g__Sulfurisoma",0,1,0,1,0,0,0,12,2,40,0,0,0,0,2448,0,0,0,4,0,0,2,1,0,1
"1505","ASV1744"," d__Archaea"," p__Thermoproteota"," c__Thermoprotei_A"," o__Sulfolobales"," f__Sulfolobaceae"," g__Sulfurisphaera",0,48,0,0,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0
"1506","ASV1745"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__Sutterella",0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1
"1507","ASV1746"," d__Bacteria"," p__Desulfobacterota_G"," c__Syntrophorhabdia"," o__Syntrophorhabdales"," f__Syntrophorhabdaceae"," g__Syntrophorhabdus",0,6,1,0,0,0,1,0,0,9,15,13,1,0,0,0,0,0,17,0,0,0,0,0,4
"1508","ASV1747"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Tabrizicola",0,1,1,30,0,4,0,5,6,2,1,1395,0,3,0,239,1,21,14,0,9,0,46,54,81
"1509","ASV1748"," d__Bacteria"," p__Nitrospirota"," c__Thermodesulfovibrionia"," o__Thermodesulfovibrionales"," f__Thermodesulfovibrionaceae"," g__Thermodesulfovibrio",0,1,2,0,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,3,1,0,0
"1510","ASV1750"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Tissierellales"," f__Tissierellaceae"," g__Tissierella_B",0,3,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
"1511","ASV1751"," d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Treponematales"," f__Treponemataceae"," g__Treponema_D",0,1,0,1,3,0,0,0,1,0,0,2,0,2,4,3,0,0,1,2,2,2,0,0,0
"1512","ASV1752"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Lachnospirales"," f__CAG-274"," g__Tyzzerella",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1513","ASV1753"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA10105"," f__UBA927"," g__UBA10108",0,1,0,0,0,1,0,1,3,0,0,0,0,9,1,4,0,0,1,0,4,2,1,0,0
"1514","ASV1757"," d__Bacteria"," p__Desulfobacterota"," c__Desulfuromonadia"," o__Desulfuromonadales"," f__UBA2197"," g__UBA12091",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0
"1515","ASV1758"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA12405"," f__UBA12405"," g__UBA12158",0,1,1,5,0,3,0,8,32,6,0,42,2,15,4,57,0,0,4,0,35,102,11,7,0
"1516","ASV1759"," d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Sphaerochaetales"," f__Sphaerochaetaceae"," g__UBA1265",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0
"1517","ASV1760"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__BM507"," f__UBA917"," g__UBA1359",0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
"1518","ASV1761"," d__Bacteria"," p__Desantisbacteria"," c__UBA1551"," o__UBA1551"," f__UBA1559"," g__UBA1559",0,1,1,0,0,0,0,2,0,0,0,1,0,4,9,0,0,0,0,0,2,1,0,0,0
"1519","ASV1762"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Moranbacterales"," f__UBA2206"," g__UBA2206",0,1,3,0,0,1,0,2,1,2,0,0,0,1,1,0,0,0,0,0,554,8,7,0,0
"1520","ASV1763"," d__Bacteria"," p__Edwardsbacteria"," c__AC1"," o__AC1"," f__EtOH8"," g__UBA2226",0,1,0,1,0,0,3,3,1,6,24,0,8,23,13,0,0,0,3,0,1,1,0,60,98
"1521","ASV1764"," d__Bacteria"," p__Bacillota_H"," c__UBA994"," o__UBA994"," f__UBA994"," g__UBA2296",0,1,0,0,0,0,1,0,0,0,2,0,18,0,0,1,0,3,5,8,0,0,0,84,1
"1522","ASV1765"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__UBA5633"," g__UBA2558",0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"1523","ASV1767"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__UBA3031"," g__UBA3031",0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1524","ASV1769"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Methylococcales"," f__Methylomonadaceae"," g__UBA4132",0,240,1,0,0,50,5,0,1,0,3,0,22910,4,2,0,0,335,0,0,131,0,1,0,0
"1525","ASV1770"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__UBA4417"," g__UBA4417",0,11,0,1,1,7,0,9,1,0,0,0,2,0,0,0,0,0,1,0,363,8,4,1,0
"1526","ASV1773"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Anaerolineaceae"," g__UBA4781",0,1,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0
"1527","ASV1774"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__SCGC-AAA011-G17"," f__UBA489"," g__UBA489",0,2,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,9,0,0,0
"1528","ASV1775"," d__Bacteria"," p__Acidobacteriota"," c__Thermoanaerobaculia"," o__UBA5066"," f__UBA5066"," g__UBA5066",0,1,0,7,1,0,1,23,32,118,0,0,0,40,4,0,0,0,8,0,5,8,16,0,0
"1529","ASV1776"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__GWA2-44-7"," f__UBA8517"," g__UBA5073",0,2,1,0,0,1,0,1,4,2,0,2,4,12,0,28,0,0,2,0,2,20,0,0,0
"1530","ASV1777"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA12405"," f__UBA12405"," g__UBA5615",0,19,1,3,0,0,0,0,5,10,11,1,0,6,0,1,0,0,15,0,1,3,1,2,0
"1531","ASV1778"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Dehalococcoidales"," f__UBA5627"," g__UBA5627",0,1,1,0,0,0,0,0,0,0,0,1,0,24,1,4,0,0,6,0,3,16,2,3,1
"1532","ASV1779"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__UBA5633"," g__UBA5633",0,2,9,0,0,0,0,2,0,0,0,0,0,2,1,4,0,0,0,0,0,1,0,1,0
"1533","ASV1780"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__UBA5738"," g__UBA5738",0,1,4,1,0,1,0,1,0,0,0,0,0,1,0,16,0,0,0,0,0,11,0,0,0
"1534","ASV1782"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," o__Woesearchaeales"," f__UBA583"," g__UBA583",0,1,2,0,0,0,0,0,0,2,0,0,0,3,2,7,0,0,1,0,3,4,3,0,0
"1535","ASV1783"," d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Sphaerochaetales"," f__Sphaerochaetaceae"," g__UBA6084",0,34,0,0,64,0,0,0,0,0,3,0,0,1,0,0,0,0,0,6,0,0,0,14,1
"1536","ASV1784"," d__Bacteria"," p__UBP15"," c__UBA6099"," o__UBA6099"," f__UBA6099"," g__UBA6099",0,4,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,1,0,0,3,0,0,0
"1537","ASV1785"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Anaerolineaceae"," g__UBA6107",0,5,0,262,152,0,0,17,3,11,0,9,1,55,88,0,0,13,260,0,294,17,7,26,32
"1538","ASV1786"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__UBA6184"," f__UBA6184"," g__UBA6184",0,92,1,74,2,81,32,3,0,28,3,1,0,0,6,2,66,37,0,0,0,0,3,0,0
"1539","ASV1787"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__F082"," g__UBA6192",0,2,0,0,259,0,1,0,0,0,0,0,0,0,0,0,0,2,64,1,0,1,0,0,5
"1540","ASV1788"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__UBA6213",0,225,0,0,0,0,421,51,0,961,1,1,0,0,0,73,0,0,0,0,0,0,0,2,0
"1541","ASV1789"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Paceibacterales"," f__UBA5633"," g__UBA6220",0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"1542","ASV1790"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," o__Gygaellales"," f__Profunditerraquicolaceae"," g__UBA6249",0,1,103,6,1,30,0,162,296,22,0,170,482,851,203,3,0,1,89,0,31,616,108,222,10
"1543","ASV1792"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__UBA7662"," f__UBA7662"," g__UBA7662",0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1544","ASV1793"," d__Bacteria"," p__Desulfobacterota"," c__UBA8473"," o__UBA8473"," f__UBA8473"," g__UBA8473",0,1,0,7,0,2,0,16,30,1,0,22,0,16,0,45,0,0,6,0,3,125,9,2,5
"1545","ASV1794"," d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Sphaerochaetales"," f__Sphaerochaetaceae"," g__UBA8525",0,3,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,4,0
"1546","ASV1795"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__Villigracilaceae"," g__UBA8950",0,1,0,0,5,0,8,0,4,0,0,1,0,3,1,0,0,0,36,0,5,58,0,1,1
"1547","ASV1796"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__BM507"," f__UBA917"," g__UBA919",0,1,0,0,0,1,0,1,2,0,0,1,0,0,2,4,0,0,0,0,0,1,1,0,0
"1548","ASV1797"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA10105"," f__UBA927"," g__UBA927",0,3,8,2,0,4,0,4,101,1,0,3,3,10,9,17,0,0,4,0,5,179,17,0,1
"1549","ASV1798"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9936"," f__UBA9936"," g__UBA9936",0,1,3,0,0,0,0,6,0,3,0,1,0,2,1,3,0,0,3,0,0,0,0,0,2
"1550","ASV1799"," d__Bacteria"," p__Patescibacteria"," c__Microgenomatia"," o__UBA1406"," f__GWC2-37-13"," g__UM-FILTER-33-9",0,1,0,0,0,2,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,61,0,0,0
"1551","ASV1800"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__UM-FILTER-42-10"," f__UM-FILTER-42-10"," g__UM-FILTER-42-10",0,1,4,1,0,0,0,0,3,2,0,2,0,0,2,13,0,0,1,0,3,9,0,0,0
"1552","ASV1801"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Chthoniobacterales"," f__UBA10450"," g__Udaeobacter",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"1553","ASV1802"," d__Archaea"," p__Undinarchaeota"," c__Undinarchaeia"," o__Undinarchaeales"," f__Undinarchaeaceae"," g__Undinarchaeum",0,4,5,1,2,0,0,5,5,1,0,11,2,14,8,24,0,0,4,1,5,14,8,2,1
"1554","ASV1804"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Burkholderiaceae"," g__VBDL01",0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3
"1555","ASV1805"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__GIF9"," f__UBA5620"," g__VGNY01",0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0
"1556","ASV1807"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Vicingaceae"," g__Vicingus",0,1,0,0,0,26,0,4,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1557","ASV1808"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Halomonadaceae"," g__Vreelandella",0,39,0,527,2,5,0,0,0,0,0,0,0,0,0,5,10,0,0,1,40,22,0,0,1
"1558","ASV1809"," d__Archaea"," p__Aenigmatarchaeota"," c__Aenigmatarchaeia"," o__CG10238-14"," f__WAMV01"," g__WAMV01",0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1559","ASV1810"," d__Archaea"," p__EX4484-52"," c__EX4484-52"," o__EX4484-52"," f__WAPT01"," g__WAPT01",0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1560","ASV1811"," d__Bacteria"," p__Spirochaetota"," c__UBA4802"," o__UBA4802"," f__UBA5550"," g__WRGT01",0,1,0,0,21,0,0,1,0,0,0,0,0,1,21,0,0,0,1,0,28,0,2,1,0
"1561","ASV1812"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Rhodocyclaceae"," g__WRNU01",0,1,3,1,0,0,0,0,0,0,0,0,1,0,39,2,0,0,0,0,0,1,11,3,1
"1562","ASV1813"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Methylococcales"," f__Methylomonadaceae"," g__WTBX01",0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"1563","ASV1815"," d__Bacteria"," p__Bacteroidota"," c__Kapaibacteriia"," o__Kapaibacteriales"," f__UBA2268"," g__XYC2-FULL-35-21",0,3,0,0,0,0,0,4,2,11,0,13,0,1,6,1,0,2,1,0,1,0,0,1,0
"1564","ASV1816"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__Magasanikbacterales"," f__GWA2-37-8"," g__XYD2-FULL-39-9",0,2,88,5,0,0,0,3,47,3,0,1,0,5,36,8,0,0,0,0,0,333,0,2,0
"1565","ASV1818"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," o__Anaerolineales"," o__Anaerolineales",0,1,2,16,2,0,2,7,2,3,2,5,2,23,1,14,0,1,38,0,7,38,6,1,6
"1566","ASV1820"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__BM507"," o__BM507"," o__BM507",0,1,2,10,1,0,0,4,16,5,0,9,1,20,24,123,0,0,0,0,19,11,26,0,0
"1567","ASV1821"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Limisphaerales"," o__Limisphaerales"," o__Limisphaerales",0,2,16,9,0,0,0,7,0,6,0,22,0,6,4,20,0,0,42,0,8,127,32,0,0
"1568","ASV1822"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__Phycisphaerales"," o__Phycisphaerales"," o__Phycisphaerales",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,4,0,2,5,1,0,0
"1569","ASV1823"," d__Bacteria"," p__Patescibacteria"," c__ABY1"," o__SG8-24"," o__SG8-24"," o__SG8-24",0,26,38,0,0,2,0,5,15,6,0,12,0,36,12,127,0,0,0,0,7,198,15,6,0
"1570","ASV1824"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," o__UBA9973"," o__UBA9973",0,2,550,5,0,0,0,6,52,2,0,12,1,22,111,1193,0,0,3,0,20,1294,172,0,1
"1571","ASV1825"," d__Archaea"," p__Thermoproteota"," p__Thermoproteota"," p__Thermoproteota"," p__Thermoproteota"," p__Thermoproteota",0,3,14,1,2,0,1,18,3,18,2,3,0,11,9,42,0,0,4,0,111,23,6,2,4
"1572","ASV1826"," d__Eukaryota"," Choanoflagellata"," Choanoflagellata"," Choanoflagellata"," Choanoflagellata"," Choanoflagellata",0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,7,0,5,0,0,0,0
"1573","ASV1827"," d__Eukaryota"," Haptista"," Haptista"," Haptista"," Haptista"," Haptista",0,0,4,2,0,0,12,2,11,3,1,1,3,2,0,4,0,1,2,1,179,5,1,0,0
"1574","ASV1828"," d__Archaea"," p__Thermoproteota"," c__Bathyarchaeia"," c__Bathyarchaeia"," c__Bathyarchaeia"," c__Bathyarchaeia",0,0,42,5,0,0,0,2,2,9,0,8,0,22,10,9,0,0,12,0,12,26,3,18,3
"1575","ASV1829"," d__Bacteria"," p__Desulfobacterota_B"," c__Binatia"," c__Binatia"," c__Binatia"," c__Binatia",0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,10,2,0,0
"1576","ASV1831"," d__Bacteria"," p__Elusimicrobiota"," c__Elusimicrobia"," c__Elusimicrobia"," c__Elusimicrobia"," c__Elusimicrobia",0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,1
"1577","ASV1832"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," c__Gracilibacteria"," c__Gracilibacteria"," c__Gracilibacteria",0,0,1,0,0,0,0,2,3,0,0,2,0,0,2,19,0,0,0,0,0,17,0,0,0
"1578","ASV1834"," d__Archaea"," p__Iainarchaeota"," c__Iainarchaeia"," c__Iainarchaeia"," c__Iainarchaeia"," c__Iainarchaeia",0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0
"1579","ASV1837"," d__Bacteria"," p__Omnitrophota"," c__Koll11"," c__Koll11"," c__Koll11"," c__Koll11",0,0,107,0,2,1,0,0,5,1,0,56,6,235,28,11,0,0,3,0,7,128,4,0,0
"1580","ASV1838"," d__Bacteria"," p__Planctomycetota"," c__MHYJ01"," c__MHYJ01"," c__MHYJ01"," c__MHYJ01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1581","ASV1839"," d__Bacteria"," p__Zixibacteria"," c__MSB-5A5"," c__MSB-5A5"," c__MSB-5A5"," c__MSB-5A5",0,0,1,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,1,3,0,0
"1582","ASV1840"," d__Archaea"," p__Halobacteriota"," c__Methanosarcinia"," c__Methanosarcinia"," c__Methanosarcinia"," c__Methanosarcinia",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1583","ASV1841"," d__Archaea"," p__Nanoarchaeota"," c__Nanoarchaeia"," c__Nanoarchaeia"," c__Nanoarchaeia"," c__Nanoarchaeia",0,0,152,4,0,4,0,15,39,0,0,41,0,74,23,153,21,0,7,0,14,189,10,28,23
"1584","ASV1842"," d__Bacteria"," p__Omnitrophota"," c__Omnitrophia"," c__Omnitrophia"," c__Omnitrophia"," c__Omnitrophia",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"1585","ASV1843"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," c__Phycisphaerae"," c__Phycisphaerae"," c__Phycisphaerae",0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,8,0,0,12,0,0,0,2,2,0
"1586","ASV1844"," d__Bacteria"," p__Myxococcota"," c__Polyangia"," c__Polyangia"," c__Polyangia"," c__Polyangia",0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,0,2,6,1,0,0
"1587","ASV1846"," d__Bacteria"," p__Patescibacteria"," c__Saccharimonadia"," c__Saccharimonadia"," c__Saccharimonadia"," c__Saccharimonadia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0
"1588","ASV1847"," d__Bacteria"," p__Cyanobacteriota"," c__Sericytochromatia"," c__Sericytochromatia"," c__Sericytochromatia"," c__Sericytochromatia",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"1589","ASV1848"," d__Bacteria"," p__Actinomycetota"," c__Thermoleophilia"," c__Thermoleophilia"," c__Thermoleophilia"," c__Thermoleophilia",0,0,2,4,0,0,0,19,1,14,0,2,0,0,1,17,36,0,3,0,4,61,4,1,3
