"","Kingdom","Phylum","Class","Order","Family","Genus","DMO-GOWN-C1-20200316","DMO-GOWN-C10-20200316","DMO-GOWN-C11-20200316","DMO-GOWN-C12-20200316","DMO-GOWN-C13-20200316","DMO-GOWN-C14-20200316","DMO-GOWN-C15-20200316","DMO-GOWN-C16-20200316","DMO-GOWN-C17-20200316","DMO-GOWN-C18-20200316","DMO-GOWN-C19-20200316","DMO-GOWN-C20-20200316","DMO-GOWN-C21-20200316","DMO-GOWN-C24-20200316","DMO-GOWN-C3-20200316","DMO-GOWN-C4-20200316","DMO-GOWN-C5-20200316","DMO-GOWN-C8-20200316","DMO-GOWN-C9-20200316","DMO-GOWN-E1-20200316","DMO-GOWN-E10-20200316","DMO-GOWN-E11-20200316","DMO-GOWN-E12-20200316","DMO-GOWN-E13-20200316","DMO-GOWN-E14-20200316","DMO-GOWN-E15-20200316","DMO-GOWN-E16-20200316","DMO-GOWN-E17-20200316","DMO-GOWN-E18-20200316","DMO-GOWN-E19-20200316","DMO-GOWN-E2-20200316","DMO-GOWN-E20-20200316","DMO-GOWN-E21-20200316","DMO-GOWN-E22-20200316","DMO-GOWN-E23-20200316","DMO-GOWN-E24-20200316","DMO-GOWN-E6-20200316","DMO-GOWN-E9-20200316","MDI-GOWN-C1-20200316","MDI-GOWN-C10-20200316","MDI-GOWN-C11-20200316","MDI-GOWN-C12-20200316","MDI-GOWN-C13-20200316","MDI-GOWN-C14-20200316","MDI-GOWN-C15-20200316","MDI-GOWN-C16-20200316","MDI-GOWN-C17-20200316","MDI-GOWN-C18-20200316","MDI-GOWN-C19-20200316","MDI-GOWN-C20-20200316","MDI-GOWN-C21-20200316","MDI-GOWN-C24-20200316","MDI-GOWN-C3-20200316","MDI-GOWN-C4-20200316","MDI-GOWN-C5-20200316","MDI-GOWN-C8-20200316","MDI-GOWN-C9-20200316","MDI-GOWN-E1-20200316","MDI-GOWN-E10-20200316","MDI-GOWN-E11-20200316","MDI-GOWN-E12-20200316","MDI-GOWN-E13-20200316","MDI-GOWN-E14-20200316","MDI-GOWN-E15-20200316","MDI-GOWN-E16-20200316","MDI-GOWN-E17-20200316","MDI-GOWN-E18-20200316","MDI-GOWN-E19-20200316","MDI-GOWN-E2-20200316","MDI-GOWN-E20-20200316","MDI-GOWN-E21-20200316","MDI-GOWN-E22-20200316","MDI-GOWN-E23-20200316","MDI-GOWN-E24-20200316","MDI-GOWN-E6-20200316","MDI-GOWN-E9-20200316"
"ASV482","Bacteria","Elusimicrobiota","Lineage IIc","Lineage IIc","Lineage IIc","Lineage IIc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV483","Bacteria","Elusimicrobiota","Elusimicrobia","Lineage IV","Lineage IV","Lineage IV",0,0,0,0,0,24,4,0,0,0,0,51,18,0,0,0,13,0,0,0,9,0,52,19,14,30,37,12,13,6,0,0,0,0,0,9,0,0,0,0,0,0,0,10,8,0,0,0,0,38,22,0,0,5,52,0,0,0,0,0,56,10,55,7,20,0,0,0,0,0,0,0,0,0,9,0
"ASV484","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV485","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Luteimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV486","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV487","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutibacter",0,203,12,0,9,0,4,0,83,15,14,0,0,11,1407,0,0,148,1205,74,361,12,0,0,0,58,474,392,293,0,73,0,28,0,0,454,78,0,0,88,0,0,24,0,13,0,15,0,0,0,0,40,1695,0,0,168,337,52,115,11,10,0,0,52,236,100,101,0,36,0,6,0,0,435,132,0
"ASV488","Bacteria","Bacillota","Clostridia","Incertae Sedis","Incertae Sedis","Lutispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"ASV489","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV490","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacteraceae",0,199,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV491","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacterales","Lysobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"ASV492","Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","MA-28-I98C","MA-28-I98C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV493","Bacteria","Actinomycetota","MB-A2-108","MB-A2-108","MB-A2-108","MB-A2-108",0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV494","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",0,0,0,37,10,18,0,0,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,0,55,32,18,0,0,10,0,0,0,0,0,6,7,0,0,0,0,91,16,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,78,53,14,0,0,0,0,0,0,0,0,10,15,0
"ASV495","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","ML635J-40 aquatic group","ML635J-40 aquatic group",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV496","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV497","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1",0,0,0,0,0,31,3,0,0,0,0,0,0,4,0,0,0,0,0,0,14,33,88,0,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV498","Bacteria","Chloroflexota","Anaerolineae","MSB-5B2","MSB-5B2","MSB-5B2",0,0,0,0,0,0,0,32,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
"ASV499","Bacteria","Chloroflexota","Anaerolineae","MSB-5E12","MSB-5E12","MSB-5E12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV500","Bacteria","Cloacimonadota","Cloacimonadia","MSBL2","MSBL2","MSBL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"ASV501","Bacteria","Chloroflexota","Dehalococcoidia","MSBL5","MSBL5","MSBL5",0,0,3,0,0,7,2,0,0,0,0,59,0,0,0,0,0,0,0,0,0,34,4,0,20,36,11,2,6,10,0,0,0,332,3,21,0,0,0,0,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,228,0,0,0,0
"ASV502","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","MSBL7",0,0,0,46,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV503","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","MSBL8","MSBL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
"ASV504","Bacteria","Nitrospinota","MT5B39","MT5B39","MT5B39","MT5B39",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV505","Bacteria","Spirochaetota","MVP-15","MVP-15","MVP-15","MVP-15",4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,19,0,13,4,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,28,0,10,11,32
"ASV506","Bacteria","Elusimicrobiota","Elusimicrobia","MVP-88","MVP-88","MVP-88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV507","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV508","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV509","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV510","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetovibrio",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV511","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Malikia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV512","Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"ASV513","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV514","Archaea","Thermoproteota","Nitrososphaeria","Marine Benthic Group A","Marine Benthic Group A","Marine Benthic Group A",0,0,0,25,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,123,6,0,0,109,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV515","Archaea","Thermoplasmatota","Thermoplasmata","Incertae Sedis","Incertae Sedis","Marine Benthic Group D and DHVEG-1",0,0,0,0,0,0,0,35,0,0,0,0,7,0,0,0,0,0,0,2,6,71,0,0,0,17,0,11,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV516","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","Marine Group II","Marine Group II",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV517","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Mariniblastus",0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV518","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"ASV519","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Marinilabiliaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,11,0,0
"ASV520","Bacteria","Marinimicrobia (SAR406 clade)","Marinimicrobia (SAR406 clade)","Marinimicrobia (SAR406 clade)","Marinimicrobia (SAR406 clade)","Marinimicrobia (SAR406 clade)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,15,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0,0,4,0,0
"ASV521","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maritimimonas",0,280,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,23,0,0,0,0,76,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"ASV522","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Marivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV523","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV524","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1902,0,0,0,114,0,0,0,203,0,0,23,0,0,57,0,0,0,0,0,14,0,0
"ASV525","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Mesorhizobium",0,0,0,0,0,0,0,0,0,0,0,0,8,0,48,0,0,0,7,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"ASV526","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacteriaceae",98,24,2697,19,47,7,11,6829,3249,544,4340,37,2606,5,284,22,3197,5102,7,66,181,46,18,92,0,16,0,148,98,0,2955,674,3320,429,920,253,6602,6511,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,6,0,0,0,17,0,0,5,0,0,0
"ASV527","Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,7,0,0,0,18,0,10,0,0,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV528","Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocalculus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3482,2012,118,0,3,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV529","Archaea","Halobacteriota","Methanocellia","Methanocellales","Methanocellaceae","Methanocella",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV530","Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanococcoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV531","Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocorpusculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV532","Archaea","Methanobacteriota","Thermococci","Methanofastidiosales","Methanofastidiosales","Methanofastidiosales",0,0,0,0,217,231,0,0,0,0,0,22,77,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV533","Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanolobus",747,5,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV534","Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccaceae",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV535","Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccales","Methanomassiliicoccales",0,0,0,22,29,0,0,37,0,0,0,97,0,0,0,8,0,0,10,0,15,83,0,22,0,48,11,6,6,0,0,0,0,143,7,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV536","Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV537","Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomethylophilaceae","Methanomethylophilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV538","Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanomicrobiales","Methanomicrobiales",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV539","Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanoregula",4,0,0,0,0,0,0,1081,0,134,28,9,281,0,121,0,320,581,8,0,1419,110,1376,0,0,13,439,1744,1469,0,0,1784,2384,93,752,0,189,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV540","Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina",0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV541","Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanosphaerula",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
