"","ASVs","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C24","C3","C4","C5","C8","C9","E1","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E2","E20","E21","E22","E23","E24","E6","E9"
"391","ASV457","Bacteria","Verrucomicrobiota","Verrucomicrobiia","LD1-PB3","LD1-PB3","LD1-PB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"392","ASV458","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","LWQ8",0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,20,0,0,0,0,0,0,58,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"393","ASV460","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospirales","Lachnospirales",6,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","ASV461","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Lacibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","ASV462","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Lacihabitans",0,0,0,261,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","ASV463","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Lacisediminimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0
"397","ASV465","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","ASV466","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota",0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,3,0,0,0,2,6,17,0,0,0,0,0,0,87,32,0
"399","ASV467","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Leeiaceae","Leeia",0,0,0,22,101,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","ASV468","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",6,0,0,112,0,0,365,0,0,84,0,2745,212,84,0,2074,91,394,0,0,0,0,16,157,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","ASV469","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","ASV471","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae",0,0,0,8,0,0,66,0,19,0,0,11,0,0,46,0,7,0,0,0,38,0,13,0,5,43,0,24,41,0,0,10,111,0,7,0,29,10
"403","ASV472","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium",732,0,14,23,25,0,0,0,6,0,0,96,0,0,0,0,0,150,20,0,0,0,0,0,14,0,0,0,0,0,0,0,12,50,0,154,44,35
"404","ASV473","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","ASV475","Bacteria","Nitrospirota","Leptospirillia","Leptospirillales","Leptospirillaceae","Leptospirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","ASV476","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix",0,0,0,161,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
"407","ASV477","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,0,23,0,0,12
"408","ASV478","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter",0,0,0,0,0,0,29,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","ASV479","Bacteria","Bacillota","Limnochordia","Limnochordia","Limnochordia","Limnochordia",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","ASV481","Bacteria","Elusimicrobiota","Lineage IIb","Lineage IIb","Lineage IIb","Lineage IIb",0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","ASV482","Bacteria","Elusimicrobiota","Lineage IIc","Lineage IIc","Lineage IIc","Lineage IIc",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","ASV483","Bacteria","Elusimicrobiota","Elusimicrobia","Lineage IV","Lineage IV","Lineage IV",0,0,0,0,0,10,8,0,0,0,0,38,22,0,0,5,52,0,0,0,0,0,56,10,55,7,20,0,0,0,0,0,0,0,0,0,9,0
"413","ASV486","Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","ASV487","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutibacter",0,88,0,0,24,0,13,0,15,0,0,0,0,40,1695,0,0,168,337,52,115,11,10,0,0,52,236,100,101,0,36,0,6,0,0,435,132,0
"415","ASV488","Bacteria","Bacillota","Clostridia","Incertae Sedis","Incertae Sedis","Lutispora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"416","ASV489","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","ASV490","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacteraceae",0,84,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","ASV491","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacterales","Lysobacterales",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"419","ASV493","Bacteria","Actinomycetota","MB-A2-108","MB-A2-108","MB-A2-108","MB-A2-108",0,0,0,0,0,11,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","ASV494","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",0,0,0,91,16,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,78,53,14,0,0,0,0,0,0,0,0,10,15,0
"421","ASV496","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","ASV497","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","ASV498","Bacteria","Chloroflexota","Anaerolineae","MSB-5B2","MSB-5B2","MSB-5B2",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
"424","ASV499","Bacteria","Chloroflexota","Anaerolineae","MSB-5E12","MSB-5E12","MSB-5E12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","ASV500","Bacteria","Cloacimonadota","Cloacimonadia","MSBL2","MSBL2","MSBL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"426","ASV501","Bacteria","Chloroflexota","Dehalococcoidia","MSBL5","MSBL5","MSBL5",0,0,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,228,0,0,0,0
"427","ASV502","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","MSBL7",0,0,0,198,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0
"428","ASV503","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","MSBL8","MSBL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
"429","ASV504","Bacteria","Nitrospinota","MT5B39","MT5B39","MT5B39","MT5B39",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","ASV505","Bacteria","Spirochaetota","MVP-15","MVP-15","MVP-15","MVP-15",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,28,0,10,11,32
"431","ASV506","Bacteria","Elusimicrobiota","Elusimicrobia","MVP-88","MVP-88","MVP-88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","ASV507","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","ASV508","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","ASV509","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","ASV512","Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"436","ASV513","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","ASV518","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"438","ASV519","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Marinilabiliaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,11,0,0
"439","ASV520","Bacteria","Marinimicrobia (SAR406 clade)","Marinimicrobia (SAR406 clade)","Marinimicrobia (SAR406 clade)","Marinimicrobia (SAR406 clade)","Marinimicrobia (SAR406 clade)",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0,0,4,0,0
"440","ASV521","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maritimimonas",0,76,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"441","ASV522","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Marivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","ASV523","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","ASV524","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1902,0,0,0,114,0,0,0,203,0,0,23,0,0,57,0,0,0,0,0,14,0,0
"444","ASV525","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Mesorhizobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"445","ASV544","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","ASV545","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylicorpusculum",171,157,33,0,19,0,0,20,6,12,0,0,0,0,0,0,384,0,0,17,0,0,0,0,0,0,0,0,0,0,28,0,20,0,0,42,361,3123
"447","ASV547","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylobacter",35,11602,533,93,10679,16,880,637,2306,0,541,0,25,0,502,0,123,0,428,64,2159,872,211,0,22,67,0,1200,1516,0,5297,0,0,26,0,306,93,0
"448","ASV548","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium",0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"449","ASV549","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylocella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","ASV550","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylocystis",0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,85,0,3,0,0,13,283,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"451","ASV552","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","ASV553","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"453","ASV554","Bacteria","Pseudomonadota","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,5561
"454","ASV556","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilaceae",2378,169,0,49,793,0,326,1450,1944,649,3598,528,0,9,2596,5,0,0,6414,9,2373,129,0,11,0,5,0,1408,1502,0,1252,0,11,0,51,0,905,0
"455","ASV557","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilus",0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
"456","ASV560","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylorubrum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"457","ASV562","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera",4368,1588,1778,101,810,1787,320,817,3620,7701,4317,309,30,0,6025,5699,16,0,4681,114,1840,4336,1065,19,0,11,11,1189,1220,0,3205,0,12,0,155,63,522,0
"458","ASV564","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Methyloversatilis",0,0,0,12,0,0,0,0,0,27,0,0,178,22,0,108,56,35,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","ASV565","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylovulum",0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0
"460","ASV566","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","MgMjR-022","MgMjR-022",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","ASV567","Bacteria","Pseudomonadota","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","Micavibrionaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","ASV568","Bacteria","Pseudomonadota","Alphaproteobacteria","Micavibrionales","Micavibrionales","Micavibrionales",0,0,0,10,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","ASV570","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,44,0
"464","ASV571","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","ASV572","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microcella",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","ASV575","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Micropepsaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","ASV576","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Microscillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","ASV577","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Microtrichales","Microtrichales",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","ASV578","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria",0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,70,0
"470","ASV579","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mobilitalea",3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","ASV581","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae",448,0,42,0,61,0,381,55,0,0,0,244,0,0,0,0,0,0,0,0,15,17,15,6,0,0,0,0,0,83,0,6,60,0,0,0,0,21
"472","ASV582","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Muriiphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","ASV583","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"474","ASV584","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","ASV585","Bacteria","Myxococcota","Myxococcota","Myxococcota","Myxococcota","Myxococcota",0,0,0,0,0,0,0,0,0,0,0,0,3,128,0,6,0,0,0,0,0,0,0,32,27,9,0,0,0,0,0,0,0,4,0,0,0,0
"476","ASV586","Bacteria","NKB15","NKB15","NKB15","NKB15","NKB15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"477","ASV588","Bacteria","Pseudomonadota","Alphaproteobacteria","NRL2","NRL2","NRL2",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,34,8,0,0,0,0,5,0,0,0,0,7,71,116,0,0
"478","ASV589","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group","NS11-12 marine group",571,161,0,0,832,0,0,0,0,0,0,0,0,13,35,0,4,3,0,0,0,0,39,3,0,0,0,0,0,8,0,0,0,0,0,0,12,0
"479","ASV590","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7 marine group","NS7 marine group",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","ASV592","Bacteria","Chloroflexota","Dehalococcoidia","Napoli-4B-65","Napoli-4B-65","Napoli-4B-65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"481","ASV593","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Nemorincola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","ASV594","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Neochlamydia",0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","ASV595","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Nevskia",0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"484","ASV596","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Nevskiaceae","Nevskiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,27,0,0
"485","ASV599","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas",4859,0,2337,146,135,0,1210,0,0,456,0,551,0,0,0,0,1351,0,0,0,0,0,60,0,0,0,0,0,0,26,0,0,0,0,1065,42,706,0
"486","ASV603","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0
"487","ASV605","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospinaceae",0,0,0,0,0,92,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","ASV606","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",135,0,0,23,11,0,116,0,0,40,0,20,2,0,0,9,29,0,0,0,2,0,707,32,22,0,0,0,0,49,0,0,0,0,7,0,66,0
"489","ASV607","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Nocardia",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","ASV608","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioidaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","ASV609","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",0,0,0,20,0,6,0,0,0,0,0,0,0,111,0,0,0,0,0,48,0,0,44,12,0,0,25,0,0,17,0,0,0,0,21,32,0,0
"492","ASV610","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Nocardiopsidaceae","Nocardiopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","ASV611","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",0,0,93,0,36,0,0,0,0,22,0,0,36,0,976,63,166,0,0,0,0,0,714,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
