"","ASVs","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C24","C3","C4","C5","C8","C9","E1","E10","E11","E12","E13","E14","E15","E16","E17","E18","E19","E2","E20","E21","E22","E23","E24","E6","E9"
"61","ASV1","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"62","ASV2","Bacteria","Bdellovibrionota","Oligoflexia","053A03-B-DI-P58","053A03-B-DI-P58","053A03-B-DI-P58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","ASV4","Bacteria","Patescibacteria","Parcubacteria","32-520","32-520","32-520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"64","ASV7","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1",15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
"65","ASV8","Bacteria","Chloroflexota","Dehalococcoidia","661239","661239","661239",0,0,0,0,0,0,0,0,0,0,0,10,0,172,0,0,0,0,0,0,0,28,0,0,17,0,0,0,0,0,0,0,0,25,0,15,0,0
"66","ASV9","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14","67-14",0,0,0,7,0,0,0,0,0,0,0,0,0,80,0,100,0,0,0,0,17,59,38,34,12,0,77,0,13,5,0,0,0,0,0,0,5,0
"67","ASV14","Bacteria","Patescibacteria","ABY1","ABY1","ABY1","ABY1",0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
"68","ASV15","Bacteria","Chloroflexota","AD3","AD3","AD3","AD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","ASV16","Bacteria","Chloroflexota","Anaerolineae","ADurb.Bin180","ADurb.Bin180","ADurb.Bin180",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,6,0,0
"70","ASV17","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","ADurb.Bin408","ADurb.Bin408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
