sample	coverage	taxonomy	GW	relabund_pct
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	0.45	Root; d__Bacteria; p__Edwardsbacteria; c__AC1; o__AC1; f__EtOH8; g__UBA2226	GW989	6.15595
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	7.61	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polaromonas; s__Polaromonas sp029945925	GW989	104.104
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	13.37	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polaromonas; s__Polaromonas sp030655515	GW989	182.9
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	4.24	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polaromonas; s__Polaromonas sp013817205	GW989	58.0027
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	37.11	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Hydrogenophaga; s__Hydrogenophaga sp022844385	GW989	507.661
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	0.89	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Hydrogenophaga; s__Hydrogenophaga sp030656115	GW989	12.1751
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	0.58	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Methylibium; s__Methylibium petroleiphilum	GW989	7.93434
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	2.62	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Methylibium; s__Methylibium sp001425905	GW989	35.8413
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	0.78	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__JAUXWC01; s__JAUXWC01 sp030685025	GW989	10.6703
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.68	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Rugosibacter; s__Rugosibacter sp030652715	GW989	22.9822
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	0.46	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Thiobacillus sp019459055	GW989	6.29275
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.33	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Thiobacillus sp030692355	GW989	18.1943
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.25	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-41; g__Ga0077527; s__Ga0077527 sp030684405	GW989	17.0999
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	0.85	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas sp016708955	GW989	11.6279
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	80.68	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Perlucidibaca; s__Perlucidibaca sp030680295	GW989	1103.69
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.61	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__JAUXNL01; s__JAUXNL01 sp030684415	GW989	22.0246
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	20.69	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudohongiellaceae; g__Pseudohongiella; s__Pseudohongiella sp030651695	GW989	283.037
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	4.44	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas_E; s__Pseudomonas_E sp030684895	GW989	60.7387
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	2.5	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__Phenylobacterium sp030679875	GW989	34.1997
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	129.45	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium; s__Phenylobacterium sp030693405	GW989	1770.86
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	2.87	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter; s__Caulobacter sp030652755	GW989	39.2613
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	0.92	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter; s__Caulobacter sp030683005	GW989	12.5855
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	182.73	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Parvibaculales; f__Parvibaculaceae; g__Parvibaculum; s__Parvibaculum sp030694575	GW989	2499.73
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	34.2	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium sp030699305	GW989	467.852
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.27	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium sp001829085	GW989	17.3735
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	4.67	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium sp001713415	GW989	63.8851
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	4.89	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium sp002312805	GW989	66.8947
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.07	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis bauzanensis	GW989	14.6375
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	11.48	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudotabrizicola; s__Pseudotabrizicola sp030684215	GW989	157.045
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.39	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA6184; f__UBA6184; g__UBA6184; s__UBA6184 sp002422845	GW989	19.015
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	5.27	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA6184; f__UBA6184; g__UBA6184; s__UBA6184 sp014896945	GW989	72.093
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	6.88	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__UBA11222; f__UBA11222; g__UBA11222; s__UBA11222 sp030652895	GW989	94.1176
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	2.61	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micavibrionales; f__UBA2020; g__UBA2020; s__UBA2020 sp030682495	GW989	35.7045
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	32.34	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Algoriphagus; s__Algoriphagus sp030694375	GW989	442.408
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	43.0	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium sp002428305	GW989	588.235
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	45.52	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium orientale	GW989	622.709
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	3.48	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Lutibacter; s__Lutibacter sp030694935	GW989	47.606
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	9.71	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Lutibacter; s__Lutibacter sp030656195	GW989	132.832
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	13.31	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__JALNZU01; s__JALNZU01 sp030683155	GW989	182.079
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	3.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__UBA6024; s__UBA6024 sp030691295	GW989	41.8605
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	5.11	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__UBA6024; s__UBA6024 sp030698405	GW989	69.9042
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	7.97	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__UBA6024; s__UBA6024 sp030695265	GW989	109.029
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	11.21	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__B-17B0; f__B-17BO; g__UBA2475; s__UBA2475 sp030692515	GW989	153.352
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	2.33	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__UBA7662; f__UBA7662; g__PNNG01; s__PNNG01 sp030682795	GW989	31.8741
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	8.82	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae; g__Microcella; s__Microcella sp025808395	GW989	120.657
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	3.33	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Dietzia; s__Dietzia cercidiphylli	GW989	45.554
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	0.75	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Dietzia; s__Dietzia psychralcaliphila	GW989	10.2599
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.53	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Rhodococcus; s__Rhodococcus sp001942265	GW989	20.9302
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	0.53	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides szechwanensis	GW989	7.25034
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.17	Root; d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Humidesulfovibrio; s__Humidesulfovibrio sp018817515	GW989	16.0055
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	1.02	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__UBA1924; g__JAJTGZ01; s__JAJTGZ01 sp030680655	GW989	13.9535
GLC_24GOWN_SHMG-GW989-P19-20251210__R1_TCTTGTTT-GTGAAAGG	4.89	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Izemoplasmatales; f__UBA5603; g__JAUXXX01; s__JAUXXX01 sp030684695	GW989	66.8947
