sample	coverage	taxonomy	GW	relabund_pct
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__S36-B12	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.4	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales	GW218	1.88413
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	2.11	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__Acidimicrobiales	GW218	9.93877
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.34	Root; d__Bacteria; p__Caldisericota; c__Caldisericia; o__UBA6126	GW218	1.60151
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.43	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales	GW218	2.02544
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Atribacterota; c__JS1; o__SB-45	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.31	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales	GW218	1.4602
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.17	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales	GW218	0.800754
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.11	Root; d__Bacteria; p__Planctomycetota; c__MHYJ01; o__JACQXL01	GW218	0.518135
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.45	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales	GW218	2.11964
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.11	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales	GW218	0.518135
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.4	Root; d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales	GW218	1.88413
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.69	Root; d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales	GW218	3.25012
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.14	Root; d__Bacteria; p__Desulfobacterota_C; c__Deferrisomatia; o__Deferrisomatales	GW218	5.36976
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__CSP1-3; c__CSP1-3; o__CSP1-3	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Bacillota_D; c__Dethiobacteria; o__DTU022	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.48	Root; d__Archaea; p__Halobacteriota; c__Methanosarcinia; o__Methanosarcinales; f__Methanoperedenaceae	GW218	2.26095
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.39	Root; d__Archaea; p__Halobacteriota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanospirillaceae	GW218	1.83702
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	7.71	Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Pacearchaeales; f__GW2011-AR1	GW218	36.3165
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.37	Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__SCGC-AAA011-G17; f__GW2011-AR17	GW218	1.74282
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.61	Root; d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Anstonellales; f__Anstonellaceae	GW218	7.58361
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.42	Root; d__Archaea; p__Aenigmatarchaeota; c__Aenigmatarchaeia; o__CG10238-14; f__SCSR01	GW218	1.97833
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.68	Root; d__Archaea; p__Thermoplasmatota; c__JASEFT01; o__JASEFT01; f__JAUWIS01	GW218	3.20301
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	4.1	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__Staskawiczbacteraceae	GW218	19.3123
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.66	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__UBA6532	GW218	3.10881
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.5	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__DAOVPY01	GW218	2.35516
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.44	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__MHMH01	GW218	6.78285
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	9.65	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__RBG-13-42-11	GW218	45.4545
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.39	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__RBG-13-36-15	GW218	6.54734
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	2.63	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__GWA2-38-27	GW218	12.3881
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.63	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__CSSED10-335	GW218	2.9675
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	2.53	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__CG1-02-41-26	GW218	11.9171
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.27	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__JAHCRE01	GW218	1.27179
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__JAGMDC01	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.45	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__UBA5633	GW218	6.82996
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.52	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__JAGGXC01	GW218	2.44936
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.57	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__JANBVM01	GW218	2.68488
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.51	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__PEYH01	GW218	2.40226
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.53	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__2-12-FULL-40-12	GW218	2.49647
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.43	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__DG-74-3	GW218	2.02544
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.66	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__RBG-13-40-8-A; f__RBG-13-40-8-A	GW218	3.10881
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	7.93	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__GWB1-50-10	GW218	37.3528
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	10.89	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__UBA9933	GW218	51.2953
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.97	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__Colwellbacteraceae	GW218	9.27932
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.25	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__UBA6257	GW218	1.17758
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.71	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__02-FULL-45-10c	GW218	3.34432
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.34	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__Brennerbacteraceae	GW218	1.60151
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.41	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__2-01-FULL-56-20	GW218	1.93123
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.41	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__WO2-44-18	GW218	1.93123
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.62	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__JAHIHE01; f__JAHIHE01	GW218	2.9204
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	9.29	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__JAHIHE01; f__JAGLIN01	GW218	43.7588
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA9973	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.69	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Portnoybacterales; f__GWB1-42-6	GW218	3.25012
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.59	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Portnoybacterales; f__UBA2143	GW218	2.77909
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.81	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA9983	GW218	3.81536
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.46	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA10092; f__UBA10092	GW218	2.16675
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	6.13	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__GWA2-44-7; f__UBA8517	GW218	28.8742
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.92	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1400; f__CG1-02-47-37	GW218	4.33349
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1400; f__MFAQ01	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.68	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA12405; f__UBA12405	GW218	3.20301
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.63	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UM-FILTER-40-11; f__UM-FILTER-40-11	GW218	2.9675
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	2.82	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA10105; f__UBA927	GW218	13.2831
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.51	Root; d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1406; f__GWC2-37-13	GW218	2.40226
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.31	Root; d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA2591; f__UBA4787	GW218	1.4602
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__VMTK01	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.11	Root; d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__GWC2-42-12	GW218	0.518135
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.3	Root; d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__UBA12465	GW218	1.41309
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.36	Root; d__Bacteria; p__Patescibacteria; c__ABY1; o__Magasanikbacterales; f__UBA922	GW218	6.40603
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.2	Root; d__Bacteria; p__Patescibacteria; c__ABY1; o__Veblenbacterales; f__UBA10138	GW218	0.942063
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.15	Root; d__Bacteria; p__Patescibacteria; c__UBA1384; o__UBA12157; f__JAENIV01	GW218	0.706547
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.49	Root; d__Bacteria; p__Patescibacteria; c__UBA1384; o__UBA12157; f__UBA12157	GW218	2.30805
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.4	Root; d__Bacteria; p__Patescibacteria; c__UBA1384; o__XYA2-FULL-43-10; f__CAINNR01	GW218	1.88413
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.41	Root; d__Bacteria; p__Patescibacteria; c__Dojkabacteria; o__SC72; f__SC72	GW218	1.93123
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.22	Root; d__Bacteria; p__Patescibacteria; c__WWE3; o__UBA101185; f__UBA10185	GW218	1.03627
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.33	Root; d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__JACQWR01	GW218	1.5544
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.17	Root; d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__UBA5619	GW218	5.51107
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.57	Root; d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Smithellaceae	GW218	2.68488
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.36	Root; d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Fen-1087	GW218	1.69571
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.23	Root; d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__UBA8958	GW218	1.08337
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.36	Root; d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__UBA2185	GW218	6.40603
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.08	Root; d__Bacteria; p__Desulfobacterota; c__BSN033; o__BSN033; f__UBA1163	GW218	0.376825
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.28	Root; d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae	GW218	1.31889
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.51	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfurivibrionaceae	GW218	2.40226
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Desulfobacterota; c__UBA8473; o__UBA8473; f__UBA8473	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.41	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobaccia; o__Desulfobaccales; f__0-14-0-80-60-11	GW218	1.93123
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.06	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae	GW218	4.99293
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	7.95	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae	GW218	37.447
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.34	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae	GW218	1.60151
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.34	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Sulfuricellaceae	GW218	1.60151
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.84	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae	GW218	8.66698
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.44	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__SG8-39	GW218	2.07254
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.12	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae	GW218	0.565238
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.28	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae	GW218	1.31889
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	2.27	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae	GW218	10.6924
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.98	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	GW218	4.61611
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.23	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae	GW218	1.08337
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.08	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae	GW218	5.08714
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.72	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae	GW218	3.39143
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.25	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae	GW218	5.88789
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae	GW218	0.282619
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.63	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	GW218	2.9675
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.51	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae	GW218	2.40226
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.67	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	GW218	3.15591
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.57	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	GW218	2.68488
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.9	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__JAAZAB01; f__JAAZAB01	GW218	4.23928
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	2.54	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Palsa-1439; f__Palsa-1439	GW218	11.9642
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.64	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae	GW218	3.0146
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.45	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Limisphaerales; f__UBA11358	GW218	2.11964
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.45	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae	GW218	2.11964
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	3.89	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__GIF9; f__UBA5620	GW218	18.3231
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.3	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__GIF9; f__UBA5629	GW218	6.12341
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.4	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__GIF9; f__AB-539-J10	GW218	6.59444
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.6	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Dehalococcoidales; f__RBG-16-60-22	GW218	7.5365
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.57	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__SZUA-161; f__SpSt-899	GW218	2.68488
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.5	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__JACPPY01; f__JACPPY01	GW218	2.35516
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.96	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4	GW218	9.23222
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	2.05	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae	GW218	9.65615
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.29	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Villigracilaceae	GW218	6.07631
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.14	Root; d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__UBA1546	GW218	0.659444
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	3.34	Root; d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__SM23-35	GW218	15.7325
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.24	Root; d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae	GW218	1.13048
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	2.04	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Izemoplasmatales; f__UBA5603	GW218	9.60904
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.17	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurimonadaceae	GW218	0.800754
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	7.26	Root; d__Bacteria; p__Omnitrophota; c__Koll11; o__Gygaellales; f__Profunditerraquicolaceae	GW218	34.1969
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.23	Root; d__Bacteria; p__Omnitrophota; c__Koll11; o__Zapsychrales; f__Aceulaceae	GW218	1.08337
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	1.9	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae	GW218	8.9496
GLC_22GOWN_SHMG-GW218-G47-20251210__R1_GTACCACA-TGTTGTGG	0.79	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082	GW218	3.72115
