"","Kingdom","Phylum","Class","Order","Family","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"84","d__Bacteria","p__Patescibacteria","c__Gracilibacteria","o__UBA1369","f__2-02-FULL-48-14",0,0,0,0,0,0,0,0,0,0,0,0.0001251007240057,0,0,0,0,0,0,0,0,"aOTU_84"
"85","d__Bacteria","p__Acidobacteriota","c__Polarisedimenticolia","o__Gp22-AA2","f__Gp22-AA2",0,0,0,0,0,0,0,0,0,0,0,0.0001200966950454,0,0,0,0,0,0,0,0,"aOTU_85"
"86","d__Bacteria","p__Chloroflexota","c__Dehalococcoidia","o__UBA3495","f__UBA3495",0,0,0,0,0,0,0,0,0,0,0,2.00161158409128e-05,0,0,0,0,0,0,0,0,"aOTU_86"
"87","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Gallionellaceae",0,0,3.60430452440493,0.38648322750179,4.84629919076072,0,10.5534450714921,0,0,0.0002628799719703,0,0,5.37712355852448,0,0,0,0.026030702255369,0,9.42888092949893,0,"aOTU_87"
"88","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae",0,0,4.27112578215105,21.6207042363288,0.0164573449318611,0,5.34169332174847,0,0,0.0227417569325808,0,0,2.37689017733287,1.35014152410772,0.0021125596423942,0,0,0.146903019052402,0.307176419393931,0,"aOTU_88"
"89","d__Archaea","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae",0,0,0.0012923084751093,0.0060578214290968,0,0.02108,0.0452319989008562,0.472208106017804,0.0021138032698963,3.09684959172489,0,0,1.1567061293771,3.95121104562414,0,0.0041975063954764,0.0284001743487332,0.240121859157004,4.61656995448524,13.7315075465816,"aOTU_89"
"90","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prolixibacteraceae",0,0,0,0.0102119625402843,0,0,0.0546180469038209,0,0,0.0423363444015331,0,0,0.722702396330669,0.0088999368150739,0,0,0,0,0,0,"aOTU_90"
"91","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae",0,0.0041448096192298,0.0573639536930883,0.0089006988677964,0.132508814703356,0,0.137459554782458,0,0,0,0,0,0.905856574248043,0,0.0456330635359194,1.66283308889913,0.0226955795797856,0,0.0156210110850821,0,"aOTU_91"
"92","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Sulfuricellaceae",0,0.35726668159272,0.197587686084363,0.290471995680701,0.108459478362108,0,0.257165958227366,0.0082703739840006,0.501278613812805,0.119383402531741,0,0,0.322992519562838,0.0028463455154559,0,0,0,0.197476189545852,2.95602795721618,0,"aOTU_92"
"93","d__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Anaerosomatales","f__Anaerosomataceae",0,0,0,0.0004479247806845,0,0,0.00425213448151,0,0,0.0015899487461337,0,0,0.311641074667554,0.215736647417884,0,0,0,0,0.388887738862541,0,"aOTU_93"
