"","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"57","d__Bacteria","p__Desulfobacterota","c__UBA8473","o__UBA8473","f__UBA8473","g__UBA8473","s__UBA8473 sp002782605",0.0006734191611518,0,0.015035067143919,0.0140951814050899,0.0015039439011341,0,0.0105682850861495,0,0.0093277714061124,0,0.0001349097530313,0,0.0030104576656504,0,0,0,0.0003544439998318,0,0.0077461079703411,0,"aOTU_57"
"58","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Stutzerimonas","s__Stutzerimonas songnenensis",0.0006424573606391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_58"
"59","d__Bacteria","p__Actinomycetota","c__Thermoleophilia","o__Miltoncostaeales","f__Miltoncostaeaceae","g__Miltoncostaea","s__Miltoncostaea oceani",0.0005805337596136,0,0.0002313595735489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05980924428457e-05,0,"aOTU_59"
"60","d__Bacteria","p__Desulfobacterota","c__Desulfobacteria","o__Desulfobacterales","f__Desulfosarcinaceae","g__Desulfatitalea","s__",0.0005186101585881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_60"
"61","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax","s__",0.0005186101585881,0.0102780673500305,0,0,0,0,0.0130568614877706,0,0.0015346580426064,0.0002998309720464,0.003617267753153,0,0.0014136470473647,0,0.0621341071292426,5.72821191194662e-05,0,0.0008827379360829,0,0,"aOTU_61"
"62","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Hydrogenophaga","s__Hydrogenophaga sp002127265",0.0004489461074345,0.0009279424520663,0.105605729914817,0.0185491431356066,0.0495682013913834,0,0.280973992305868,0,0.0011736523969482,0,0,0,0.0669955984407236,0,0.0005325780611077,0,0.0046468445647249,0,0.030717641939393,0,"aOTU_62"
"63","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Giesbergeria","s__Giesbergeria sp001770955",0.0003870225064091,0.0004772275467769,0,0,0,0,0.0259700256505132,0,0.0013364889860536,0,0,0,0.0118962391062287,0,0,0,0,0,0.0292778962180648,0,"aOTU_63"
"64","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Hoeflea","s__Hoeflea sp019084245",0.00034057980564,0,0,0,0,0,0,0,0,0,0,0,0,0.0001838548538691,0,0,0,0,0,0,"aOTU_64"
"65","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Sulfuriferulaceae","g__Sulfuriferula","s__Sulfuriferula sp003455595",0.0002631753043581,0,6.30794275466748,0.0009608709005007,0.0468700503193259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_65"
"66","d__Bacteria","p__Desulfobacterota","c__BSN033","o__BSN033","f__UBA1163","g__RBG-16-49-23","s__RBG-16-49-23 sp018333535",0.0002399539539736,0,0,0,0,0,0,0.0006639907748082,0.0166692436639864,0,0,0,0,0,0,0,0.0009209962200355,0,0.0012787517908282,0,"aOTU_66"
"67","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Parvibaculales","f__Parvibaculaceae","g__Parvibaculum","s__Parvibaculum lavamentivorans",0.0001780303529481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_67"
"68","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Thiobacillaceae","g__PFJX01","s__PFJX01 sp030653935",0.0001625494526918,0.109541397079646,0.89351067304618,0,0.691951855290672,0.00308,0,0,0,0.0027892726343196,0,0,0,0,0,0,0,1.98512335336847,0,0,"aOTU_68"
"69","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Bradyrhizobium","s__Bradyrhizobium sp030693485",0.0001548090025636,0.0003446643393389,0.712825456377953,0.0037387270000687,0.384032247230556,0,0.472398424332928,0,0,0,0,0.0303619457161846,0.0326688666493987,0,0,0.0223432087965428,0.0171109934092063,0,0.014388257560111,0,"aOTU_69"
"70","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Pseudotabrizicola","s__Pseudotabrizicola sp030684215",0.0001470685524354,0.583030661406889,0,0.120502602894002,0,0.00932,0,0,0.0052967977286356,0,0,0,0,0,0,0.0112591187469261,0,0.0290789302633919,0,0.344752048746398,"aOTU_70"
"71","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__UBA5619","g__UBA5619","s__UBA5619 sp018896355",0.000131587652179,0,0.0039033665194478,0.0156990411036701,0.0013043357861094,0,0.0027433125687161,0,0.0297437928137596,0.0051520251534745,0,0,0,0,0,0,0.0046133537930872,0,0.0012051545654568,0.0126586420053879,"aOTU_71"
"72","d__Bacteria","p__Riflebacteria","c__Ozemobacteria","o__Ozemobacterales","f__Ozemobacteraceae","g__Rifleibacterium","s__Rifleibacterium sp018818125",0.000131587652179,0,0,0,0,0,0,0,0.0008925288516059,0,0,0,0,0,0,0,0,0,0.0020239236977138,0.0068554223243767,"aOTU_72"
"73","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Nitrosomonadaceae","g__Nitrosomonas","s__Nitrosomonas sp902826115",0.0001083663017945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_73"
"74","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax","s__Acidovorax defluvii",7.74045012818202e-05,0,0,0,0,0,0.070104699523883,0,0,0.0106133829647293,0,0,0.0303863667656138,0,0,0,0,0,0.0320101932099784,0,"aOTU_74"
"75","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","s__Polaromonas eurypsychrophila",5.41831508972742e-05,0,0.0003139879926736,0,0,0,0.0053559912055887,0,0,0.0584395902347189,0,0,0,0,0,0,0,0,0,0,"aOTU_75"
"76","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Pseudodesulfovibrio","s__Pseudodesulfovibrio sp030282845",1.54809002563641e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_76"
