"","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"228","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Phyllobacteriaceae","g__Aliihoeflea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9963,0,0,12232,0,0,"bOTU_228"
"229","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Methylophilaceae","g__GGB40645",0,0,0,9490,0,0,0,0,0,0,0,0,0,0,10316,0,0,0,0,0,"bOTU_229"
"230","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Methylococcales","f__Methylococcaceae","g__Methylobacter",0,0,43939,3358788,256167,0,0,0,0,0,0,0,0,0,34792,0,801546,0,150653,9532,"bOTU_230"
"231","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB86280","o__OFGB86280","f__FGB86280","g__GGB106818",0,0,0,8001,0,0,0,10391,0,26505,0,0,0,0,3173,0,0,0,0,0,"bOTU_231"
"232","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Rhizorhabdus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6658,0,0,0,0,0,"bOTU_232"
"233","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB26517","o__OFGB26517","f__FGB26517","g__GGB139209",0,218063,9220,0,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_233"
"234","k__Bacteria","p__Chloroflexota","c__Chloroflexota_unclassified","o__Chloroflexota_unclassified","f__Chloroflexota_unclassified","g__GGB127347",0,7125,6487,0,68411,0,0,4889,123824,0,0,0,0,0,0,0,0,0,0,0,"bOTU_234"
"235","k__Archaea","p__Methanobacteriota","c__Methanomicrobia","o__Methanosarcinales","f__Methanosarcinaceae","g__Methanosarcina",0,13135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"aOTU_235"
"236","k__Bacteria","p__Firmicutes","c__CFGB5125","o__OFGB5125","f__FGB5125","g__GGB14640",0,5123,0,0,0,10659,0,5312,9845,0,0,0,0,0,0,0,0,0,0,0,"bOTU_236"
"237","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Nitrosomonadaceae","g__GGB125059",0,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_237"
"238","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfuromonadia","o__Desulfuromonadales","f__Desulfuromonadaceae","g__Desulfuromonas",0,4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_238"
"239","k__Bacteria","p__Pseudomonadota","c__CFGB90334","o__OFGB90334","f__FGB90334","g__GGB122650",0,0,2485478,0,10230189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_239"
"240","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Gallionellaceae","g__Gallionella",0,0,768794,0,116042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_240"
"241","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Undibacterium",0,0,882745,0,60640,0,0,0,0,0,0,0,0,0,0,0,42851,0,23280,0,"bOTU_241"
"242","k__Bacteria","p__Bacteroidota","c__Cytophagia","o__Cytophagales","f__Leadbetterellaceae","g__Lacihabitans",0,0,595709,0,18436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_242"
"243","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Thiobacillaceae","g__GGB8477",0,0,4803063,227006,67525,0,3322921,0,0,0,0,0,0,0,0,0,0,0,1007663,0,"bOTU_243"
"244","k__Bacteria","p__Nitrospirota","c__Nitrospiria","o__Nitrospirales","f__Nitrospiraceae","g__GGB6360",0,0,138851,0,9504,0,6426,0,0,8870,0,0,0,0,0,0,8396,0,0,0,"bOTU_244"
"245","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB5129","o__OFGB5129","f__FGB5129","g__GGB33353",0,0,165657,5743,6418,0,33622,0,8407,0,0,0,0,0,0,0,0,0,8196,0,"bOTU_245"
"246","k__Bacteria","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Sulfurimonadaceae","g__GGB140791",0,0,33337,0,63071,0,53212,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_246"
"247","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB11088","o__OFGB11088","f__FGB11088","g__GGB33037",0,0,155197,35830,0,0,0,0,16082,0,0,0,0,0,0,0,0,0,0,0,"bOTU_247"
"248","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Methylophilaceae","g__Methylophilus",0,0,31362,0,33225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_248"
"249","k__Bacteria","p__Candidatus_Omnitrophota","c__CFGB1032","o__OFGB1032","f__FGB1032","g__GGB2690",0,0,26603,0,7727,0,9025,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_249"
"250","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Beijerinckiaceae","g__Methylovirgula",0,0,31543,0,5809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_250"
"251","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Janthinobacterium",0,0,48281,0,15929,0,0,0,0,0,0,0,0,0,0,0,19594,0,0,0,"bOTU_251"
"252","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__GGB134097",0,0,23716,0,538906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_252"
"253","k__Bacteria","p__Nitrospirota","c__CFGB6263","o__OFGB6263","f__FGB6263","g__GGB63478",0,0,30015,4930,5655,0,0,0,0,0,0,0,0,0,0,0,6738,0,0,0,"bOTU_253"
"254","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__GGB73296",0,0,40006,0,8482,0,22441,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_254"
"255","k__Bacteria","p__Myxococcota","c__Myxococcota_unclassified","o__Polyangiales","f__Polyangiaceae","g__GGB45095",0,0,55897,0,0,0,855004,0,0,0,0,0,0,0,0,0,77437,0,478196,0,"bOTU_255"
"256","k__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","g__Iamia",0,0,27129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13991,0,"bOTU_256"
"257","k__Bacteria","p__Candidatus_Roizmanbacteria","c__CFGB41011","o__OFGB41011","f__FGB41011","g__GGB12634",0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_257"
"258","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylocystaceae","g__GGB132097",0,0,10398,8683,194971,0,68003,0,0,0,0,0,0,0,0,0,0,0,20573,0,"bOTU_258"
"259","k__Bacteria","p__Bacteroidota","c__Cytophagia","o__Cytophagales","f__Spirosomataceae","g__Dyadobacter",0,0,30483,0,8654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_259"
"260","k__Bacteria","p__Pseudomonadota","c__CFGB36348","o__OFGB36348","f__FGB36348","g__GGB36348",0,0,16516,0,0,0,25572,0,0,0,0,0,0,0,0,0,7013,0,10994,0,"bOTU_260"
"261","k__Bacteria","p__Actinomycetota","c__Thermoleophilia","o__Miltoncostaeales","f__Miltoncostaeaceae","g__GGB74605",0,0,9251,8689,19608,0,4883,0,0,0,0,0,0,0,0,0,4710,0,0,0,"bOTU_261"
"262","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Rhodocyclales","f__Zoogloeaceae","g__GGB134506",0,0,29496,0,145390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_262"
"263","k__Bacteria","p__Bacteroidota","c__CFGB6745","o__OFGB6745","f__FGB6745","g__GGB61034",0,0,17243,0,0,0,13073,0,523091,0,0,0,0,0,0,0,37940,0,0,0,"bOTU_263"
"264","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Mycobacteriaceae","g__Mycolicibacterium",0,0,31937,0,0,0,0,0,10178,0,0,0,0,0,0,0,0,32132,34907,0,"bOTU_264"
"265","k__Bacteria","p__Pseudomonadota","c__CFGB32956","o__OFGB32956","f__FGB32956","g__GGB65141",0,0,8234,0,0,0,7464,0,0,0,0,0,0,0,0,0,73614,0,5052,0,"bOTU_265"
"266","k__Bacteria","p__Pseudomonadota","c__CFGB41336","o__OFGB41336","f__FGB41336","g__GGB75623",0,0,13174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_266"
"267","k__Bacteria","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Sulfurimonadaceae","g__GGB12434",0,0,9607,0,0,0,71714,0,0,555820,0,0,0,0,0,0,0,0,840921,0,"bOTU_267"
"268","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__GGB44752",0,0,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_268"
"269","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Nevskiales","f__Nevskiaceae","g__Panacagrimonas",0,0,17434,0,18472,0,46614,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_269"
"270","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Phyllobacteriaceae","g__Aminobacter",0,0,23593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_270"
"271","k__Bacteria","p__Bacteria_unclassified","c__Bacteria_unclassified","o__Bacteria_unclassified","f__Bacteria_unclassified","g__GGB44734",0,0,19462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_271"
"272","k__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiia_unclassified","f__Acidimicrobiia_unclassified","g__Acidimicrobiia_unclassified",0,0,32819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_272"
"273","k__Bacteria","p__Actinomycetota","c__CFGB11714","o__OFGB11714","f__FGB11714","g__GGB41274",0,0,6493,0,15795,0,7506,0,189619,0,0,0,0,0,0,0,8331,0,13127,0,"bOTU_273"
"274","k__Bacteria","p__Nitrospirota","c__CFGB75857","o__OFGB75857","f__FGB75857","g__GGB79517",0,0,5778,0,0,0,0,0,0,8998,0,0,0,0,0,0,0,0,0,0,"bOTU_274"
"275","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB10823","o__OFGB10823","f__FGB10823","g__GGB45018",0,0,17593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_275"
"276","k__Bacteria","p__Actinomycetota","c__Thermoleophilia","o__Solirubrobacterales","f__Conexibacteraceae","g__GGB94909",0,0,41941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_276"
"277","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Clostridiaceae","g__Clostridium",0,0,6567,0,0,0,15142,0,7668,0,0,0,0,0,0,0,0,0,0,0,"bOTU_277"
"278","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Perlucidibacaceae","g__Perlucidibaca",0,0,4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_278"
"279","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Paracoccaceae","g__Cereibacter",0,0,15969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_279"
"280","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodospirillales","f__Shumkoniaceae","g__Shumkonia",0,0,8676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_280"
"281","k__Bacteria","p__Actinomycetota","c__CFGB34497","o__OFGB34497","f__FGB34497","g__GGB44142",0,0,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,15434,0,3769,0,"bOTU_281"
"282","k__Bacteria","p__Chloroflexota","c__CFGB12167","o__OFGB12167","f__FGB12167","g__GGB73631",0,0,3437,0,4622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_282"
"283","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Gallionellaceae","g__GGB91138",0,0,18415,0,30104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_283"
"284","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Hyphomicrobiaceae","g__GGB72424",0,0,16075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_284"
"285","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Nocardiaceae","g__Antrihabitans",0,0,6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_285"
"286","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Micrococcaceae","g__Arthrobacter",0,0,5042,0,0,0,0,0,0,0,0,0,0,0,0,0,37119,0,5679,0,"bOTU_286"
"287","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__Rhodopseudomonas",0,0,14774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_287"
"288","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodospirillales","f__Azospirillaceae","g__Skermanella",0,0,7782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_288"
"289","k__Bacteria","p__Candidatus_Roizmanbacteria","c__CFGB41011","o__OFGB41011","f__FGB41011","g__GGB12633",0,0,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_289"
"290","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Betaproteobacteria_unclassified","f__Betaproteobacteria_unclassified","g__GGB32166",0,0,8593,0,27434,0,11484,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_290"
"291","k__Bacteria","p__Actinomycetota","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","g__GGB64208",0,0,25311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_291"
"292","k__Bacteria","p__Pseudomonadota","c__CFGB26115","o__OFGB26115","f__FGB26115","g__GGB137771",0,0,48893,121172,0,0,0,0,0,0,0,0,0,0,0,0,33053,0,0,0,"bOTU_292"
"293","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodospirillales","f__Azospirillaceae","g__GGB75601",0,0,6796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_293"
"294","k__Bacteria","p__Bacteroidota","c__CFGB4868","o__OFGB4868","f__FGB4868","g__GGB13988",0,0,9446,12968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_294"
"295","k__Bacteria","p__Bacteroidota","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter",0,0,4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_295"
"296","k__Bacteria","p__Actinomycetota","c__CFGB31980","o__OFGB31980","f__FGB31980","g__GGB136636",0,0,3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_296"
"297","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Geodermatophilales","f__Geodermatophilaceae","g__Blastococcus",0,0,8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6900,0,"bOTU_297"
"298","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Pseudonocardiales","f__Pseudonocardiaceae","g__Pseudonocardia",0,0,66231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_298"
"299","k__Bacteria","p__Bacteroidota","c__CFGB38603","o__OFGB38603","f__FGB38603","g__GGB75269",0,0,4445,0,0,0,0,0,0,0,0,0,0,0,0,0,3580,0,0,0,"bOTU_299"
"300","k__Bacteria","p__Nitrospirota","c__CFGB13918","o__OFGB13918","f__FGB13918","g__GGB25806",0,0,6214,0,4911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_300"
"301","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Nitrobacteraceae","g__GGB132239",0,0,4287,0,8377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_301"
"302","k__Bacteria","p__Bacteroidota","c__CFGB7465","o__OFGB7465","f__FGB7465","g__GGB56494",0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_302"
"303","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Hyphomicrobiaceae","g__GGB92407",0,0,8806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_303"
"304","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Methylophilaceae","g__GGB15284",0,0,0,183028,9027,0,0,0,0,0,0,0,0,0,0,0,14641,0,0,0,"bOTU_304"
"305","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Methylococcales","f__Methylococcaceae","g__GGB124699",0,0,0,60575,0,0,0,0,0,0,0,0,0,0,0,103631,140524,16821915,0,0,"bOTU_305"
"306","k__Bacteria","p__Candidatus_Roizmanbacteria","c__CFGB4327","o__OFGB4327","f__FGB4327","g__GGB12721",0,0,0,23776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_306"
"307","k__Bacteria","p__Kiritimatiellota","c__CFGB56764","o__OFGB56764","f__FGB56764","g__GGB61882",0,0,0,44241,0,0,0,0,67610,23430,0,0,0,0,0,0,0,0,5976,0,"bOTU_307"
"308","k__Bacteria","p__Candidatus_Parcubacteria","c__CFGB3846","o__OFGB3846","f__FGB3846","g__GGB11805",0,0,0,4238,0,0,0,0,0,2646,0,0,0,0,0,0,0,0,0,0,"bOTU_308"
"309","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Gallionellaceae","g__GGB16415",0,0,0,9995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_309"
"310","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB3514","o__OFGB3514","f__FGB3514","g__GGB11252",0,0,0,3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_310"
"311","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB3566","o__OFGB3566","f__FGB3566","g__GGB11327",0,0,0,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_311"
"312","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Sulfuricellaceae","g__Sulfuriferula",0,0,0,3598,0,0,6119,0,0,0,0,0,0,0,0,0,0,0,3677,0,"bOTU_312"
"313","k__Bacteria","p__Candidatus_Saccharibacteria","c__CFGB4227","o__OFGB4227","f__FGB4227","g__GGB12535",0,0,0,4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_313"
"314","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB13264","o__OFGB13264","f__FGB13264","g__GGB39235",0,0,0,8154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_314"
"315","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Rhodocyclales","f__Zoogloeaceae","g__GGB75664",0,0,0,7189,0,0,13208,0,0,0,0,0,0,0,0,0,7959,0,7679,0,"bOTU_315"
"316","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Methylococcales","f__Methylococcaceae","g__GGB34912",0,0,0,327847,0,0,0,0,0,0,0,0,0,0,0,0,286545,0,0,0,"bOTU_316"
"317","k__Bacteria","p__Candidatus_Roizmanbacteria","c__CFGB12714","o__OFGB12714","f__FGB12714","g__GGB12718",0,0,0,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_317"
"318","k__Bacteria","p__Candidatus_Roizmanbacteria","c__Candidatus_Roizmanbacteria_unclassified","o__Candidatus_Roizmanbacteria_unclassified","f__Candidatus_Roizmanbacteria_unclassified","g__Candidatus_Roizmanbacteria_unclassified",0,0,0,3734,0,0,0,0,0,3189,0,0,0,0,0,0,0,0,0,0,"bOTU_318"
"319","k__Bacteria","p__Planctomycetota","c__Planctomycetia","o__Planctomycetales","f__Planctomycetaceae","g__Planctellipticum",0,0,0,8051,0,0,19716,0,0,0,0,0,0,0,0,0,10314,0,16476,0,"bOTU_319"
"320","k__Bacteria","p__Nitrospirota","c__CFGB13538","o__OFGB13538","f__FGB13538","g__GGB14415",0,0,0,3100,0,0,0,0,0,62280,0,0,0,0,0,0,3483,0,0,0,"bOTU_320"
"321","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Nevskiales","f__Nevskiaceae","g__GGB15914",0,0,0,0,785968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_321"
"322","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__GGB26228",0,0,0,0,9040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_322"
"323","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__GGB44662",0,0,0,0,4510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_323"
"324","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae","g__Rhodocyclaceae_unclassified",0,0,0,0,48063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_324"
"325","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Erythrobacteraceae","g__Erythrobacter",0,0,0,0,15250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_325"
"326","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__GGB134124",0,0,0,0,67931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_326"
"327","k__Bacteria","p__Chloroflexota","c__CFGB32338","o__OFGB32338","f__FGB32338","g__GGB135264",0,0,0,0,6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_327"
"328","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__GGB75630",0,0,0,0,66169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_328"
"329","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Rhodocyclales","f__Zoogloeaceae","g__GGB75656",0,0,0,0,20197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_329"
"330","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Acetobacterales","f__Roseomonadaceae","g__Roseomonas",0,0,0,0,7469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_330"
"331","k__Bacteria","p__Pseudomonadota","c__CFGB81068","o__OFGB81068","f__FGB81068","g__GGB92268",0,0,0,0,15163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_331"
"332","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__Legionella",0,0,0,0,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_332"
"333","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Rhodocyclales","f__Zoogloeaceae","g__GGB134501",0,0,0,0,0,916233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_333"
"334","k__Bacteria","p__Bacteroidota","c__CFGB87134","o__OFGB87134","f__FGB87134","g__GGB109387",0,0,0,0,0,191740,0,6178,0,0,0,0,0,0,0,0,0,0,0,71955,"bOTU_334"
"335","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polynucleobacter",0,0,0,0,0,0,275259,0,0,0,0,0,0,0,0,0,0,0,162600,0,"bOTU_335"
"336","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Sterolibacteriaceae","g__Rugosibacter",0,0,0,0,0,0,81576,0,0,0,0,0,0,0,0,0,413942,0,0,0,"bOTU_336"
"337","k__Bacteria","p__Bacteroidota","c__Chitinophagia","o__Chitinophagales","f__Chitinophagaceae","g__GGB77179",0,0,0,0,0,0,292595,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_337"
"338","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Nevskiales","f__Nevskiaceae","g__Nevskia",0,0,0,0,0,0,140767,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_338"
"339","k__Bacteria","p__Verrucomicrobiota","c__Opitutia","o__Opitutales","f__Opitutaceae","g__GGB140106",0,0,0,0,0,0,148318,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_339"
"340","k__Bacteria","p__Planctomycetota","c__CFGB10927","o__OFGB10927","f__FGB10927","g__GGB32813",0,0,0,0,0,0,9490,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_340"
"341","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Parvibaculaceae","g__GGB69664",0,0,0,0,0,0,9130,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_341"
"342","k__Bacteria","p__Ignavibacteriota","c__CFGB44273","o__OFGB44273","f__FGB44273","g__GGB122994",0,0,0,0,0,0,4813,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_342"
"343","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Acetobacterales","f__Roseomonadaceae","g__Humitalea",0,0,0,0,0,0,5483,0,0,0,0,0,0,0,0,0,0,0,8211,0,"bOTU_343"
"344","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfobacteria","o__Desulfobacterales","f__Desulfobacteraceae","g__GGB36147",0,0,0,0,0,0,5812,0,0,0,0,0,0,0,0,0,11439,0,0,0,"bOTU_344"
"345","k__Bacteria","p__Bacteroidota","c__Chitinophagia","o__Chitinophagales","f__Chitinophagaceae","g__Chitinophagaceae_unclassified",0,0,0,0,0,0,9225,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_345"
"346","k__Bacteria","p__Firmicutes","c__CFGB8996","o__OFGB8996","f__FGB8996","g__GGB4172",0,0,0,0,0,0,4027,0,80212,0,0,0,0,0,0,0,3665,0,6136,0,"bOTU_346"
"347","k__Bacteria","p__Mycoplasmatota","c__Mollicutes","o__Acholeplasmatales","f__Acholeplasmataceae","g__GGB4921",0,0,0,0,0,0,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,"bOTU_347"
