"","Kingdom","Phylum","Class","Order","Family","Genus","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"72","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Phenylobacterium",0,0,0.925144137023856,0.0143841651345639,0.079753766510027,0,0.716389950533864,0.0004205274907118,0,0,0,2.75300156067227,0.363969497929141,0,0.0156844238996245,0,0.477371877127892,0.0005313568158945,2.04117304741025,0,"aOTU_72"
"73","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__Sungbacterales","f__HO2-52-23","g__JAUYPE01",0,0,0,0,0,0,0,0,0,0,0,1.53841364338776,0,0,0,0,0,0,0,0,"aOTU_73"
"74","d__Archaea","p__Thermoproteota","c__Nitrososphaeria","o__Nitrososphaerales","f__Nitrosopumilaceae","g__VHBM01",0,0,0,0,0,0,0,0,0,0,0,0.665198079755535,0,0,0,0,0,0,0,0,"aOTU_74"
"75","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis",0,0,0.0425701615330132,0,0.0610766416783227,0,0.0173481861488338,0.0012246940957574,0.001626829696817,0.0184955591524016,0,0.265098442226009,0.0129482555135699,0.0121957053066545,0,1.18591807681021,0.0006251610705696,0.0063762817907349,0.0055611903421273,0,"aOTU_75"
"76","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas",0,0,0.0688426936778829,0,0.0379255418546862,0.00606,0.0288178453647043,0,0,0.0674873065390789,0,0.201659865082716,0.0072560953095631,0.0086003214976575,0.325777999979637,0,0.033554962283296,0,0.0461868587471467,0,"aOTU_76"
"77","d__Bacteria","p__Desulfobacterota_B","c__Binatia","o__UBA9968","f__UBA9968","g__UBA9968",0,0,0.0018277406310369,0,0,0,0,0,0.003322788134292,0,0,0.128203221961046,0,0,0,0,0,0,0,0,"aOTU_77"
"78","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax",0,0,0,0,0,0,0,0,0,0,0,0.0678646407586148,0,0,0,0.0449791928685852,0,0,0,0,"aOTU_78"
"79","d__Bacteria","p__Patescibacteria","c__Paceibacteria","o__UBA11713","f__2-01-FULL-45-33","g__GWA1-44-29",0,0,0,0,0,0,0,0,0,0,0,0.0555121952702915,0,0,0,0,0,0,0,0,"aOTU_79"
"80","d__Bacteria","p__Methylomirabilota","c__Methylomirabilia","o__Methylomirabilales","f__Methylomirabilaceae","g__Methylomirabilis",0,0,0,0,0,0,0,0,0,0.0031946778922979,0,0.0542311638564731,0,0,0,0,0,0,0,0,"aOTU_80"
"81","d__Bacteria","p__CSP1-3","c__CSP1-3","o__CSP1-3","f__13-1-40CM-64-14","g__JACPRY01",0,0,0,0,0,0,0,0,0,0,0,0.042892034232596,0,0,0,0,0,0,0,0,"aOTU_81"
"82","d__Bacteria","p__Acidobacteriota","c__Vicinamibacteria","o__Vicinamibacterales","f__UBA2999","g__12-FULL-67-14b",0,0,0.276494521211627,0.0148718251780511,0.448777548402263,0,0.105166846830713,0,0,0,0,0.0416785572097406,0.95691224551682,0,0.0067016072689397,0,0,0,0.0548667315143876,0,"aOTU_82"
