"","OTUs","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"18271","bOTU_18271","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_H","f__Bacillaceae_F","g__Alkalihalobacterium","g__Alkalihalobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"18272","bOTU_18272","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_H","f__Marinococcaceae","g__Natribacillus","g__Natribacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18273","bOTU_18273","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales_K","f__Sporolactobacillaceae","g__Tuberibacillus","g__Tuberibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18274","bOTU_18274","d__Bacteria","p__Bacillota","c__Bacilli","o__Brevibacillales","f__Brevibacillaceae","g__Brevibacillus_E","g__Brevibacillus_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18275","bOTU_18275","d__Bacteria","p__Bacillota","c__Bacilli","o__Haloplasmatales","f__Haloplasmataceae","g__Inordinaticella","g__Inordinaticella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"18276","bOTU_18276","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Carnobacteriaceae","g__Carnobacterium_A","g__Carnobacterium_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18277","bOTU_18277","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Carnobacteriaceae","g__Isobaculum","g__Isobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18278","bOTU_18278","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus iners",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18279","bOTU_18279","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Leuconostoc","g__Leuconostoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18280","bOTU_18280","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Schleiferilactobacillus","g__Schleiferilactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18281","bOTU_18281","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","f__Streptococcaceae","f__Streptococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"18282","bOTU_18282","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","g__Streptococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"18283","bOTU_18283","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus pasteurianus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"18284","bOTU_18284","d__Bacteria","p__Bacillota","c__Bacilli","o__Paenibacillales","f__NBRC-103111","g__BBFE01","g__BBFE01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18285","bOTU_18285","d__Bacteria","p__Bacillota","c__Bacilli","o__Paenibacillales","f__Paenibacillaceae","g__Saccharibacillus","g__Saccharibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18286","bOTU_18286","d__Bacteria","p__Bacillota","c__Bacilli","o__Paenibacillales","f__Paenibacillaceae","g__Saccharibacillus","s__Saccharibacillus brassicae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18287","bOTU_18287","d__Bacteria","p__Bacillota","c__Bacilli","o__Staphylococcales","f__Staphylococcaceae","g__Staphylococcus","s__Staphylococcus capitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18288","bOTU_18288","d__Bacteria","p__Bacillota","c__Bacilli","o__Thermicanales","f__Thermicanaceae","g__Thermicanus","g__Thermicanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18289","bOTU_18289","d__Bacteria","p__Bacillota","c__Bacilli","o__Thermoactinomycetales","f__DSM-45169","g__Marinithermofilum","g__Marinithermofilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"18290","bOTU_18290","d__Bacteria","p__Bacillota","c__Bacilli","o__Thermoactinomycetales","f__Thermoactinomycetaceae","g__Lihuaxuella","g__Lihuaxuella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18291","bOTU_18291","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Acetivibrionales","f__DTU013","g__MnB-11","s__MnB-11 sp012027035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"18292","bOTU_18292","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Acetivibrionales","f__DTU013","g__MnB-11","s__MnB-11 sp023426125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18293","bOTU_18293","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Acetivibrionales","f__DTU013","g__MnB-11","s__MnB-11 sp023433505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"18294","bOTU_18294","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Caldicoprobacterales","f__Caldicoprobacteraceae","g__Caldicoprobacter","g__Caldicoprobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18295","bOTU_18295","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Aristaeellaceae","g__UBA4246","g__UBA4246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"18296","bOTU_18296","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Borkfalkiaceae","g__CAMAGA01","g__CAMAGA01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18297","bOTU_18297","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Borkfalkiaceae","g__UBA10281","g__UBA10281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18298","bOTU_18298","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__CAG-138","g__CAG-1024","g__CAG-1024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
"18299","bOTU_18299","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__CAG-138","g__Phil1","g__Phil1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18300","bOTU_18300","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenella","g__Christensenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18301","bOTU_18301","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__JAAUYQ01","g__JAAUYQ01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18302","bOTU_18302","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__QANA01","g__QANA01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"18303","bOTU_18303","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__DTU072","g__DTU072","g__DTU072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18304","bOTU_18304","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA1242","g__HGM11372","g__HGM11372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18305","bOTU_18305","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA1242","g__UBA9845","g__UBA9845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18306","bOTU_18306","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Eubacteriales","f__Anaerofustaceae","g__JAAYHF01","g__JAAYHF01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0
"18307","bOTU_18307","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Eubacteriales","f__Garciellaceae","g__Irregularibacter","g__Irregularibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18308","bOTU_18308","d__Bacteria","p__Bacillota_A","c__Clostridia","o__HGM11327","f__HGM11327","g__SIG351","g__SIG351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18309","bOTU_18309","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Anaerotignaceae","g__RGIG5631","g__RGIG5631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18310","bOTU_18310","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Cellulosilyticaceae","g__JAEYPM01","g__JAEYPM01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"18311","bOTU_18311","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Enterocloster","g__Enterocloster",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"18312","bOTU_18312","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Fusicatenibacter","g__Fusicatenibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"18313","bOTU_18313","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAKSSA01","g__JAKSSA01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18314","bOTU_18314","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Kineothrix","g__Kineothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"18315","bOTU_18315","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Moryella","g__Moryella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18316","bOTU_18316","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__RGIG4057","g__RGIG4057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"18317","bOTU_18317","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__RUG11200","g__RUG11200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18318","bOTU_18318","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__RUG11204","g__RUG11204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18319","bOTU_18319","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__SIG299","g__SIG299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18320","bOTU_18320","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__UBA1201","g__UBA1201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18321","bOTU_18321","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__UBA3774","g__UBA3774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"18322","bOTU_18322","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__UBA629","g__UBA629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18323","bOTU_18323","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__VSOB01","g__VSOB01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18324","bOTU_18324","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__WQUN01","g__WQVX01","g__WQVX01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18325","bOTU_18325","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__WQUN01","g__WRAH01","g__WRAH01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18326","bOTU_18326","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Monoglobales","f__WRAG01","g__WRAG01","g__WRAG01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18327","bOTU_18327","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__Caproiciproducens","g__Caproiciproducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"18328","bOTU_18328","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__DULI01","g__DULI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18329","bOTU_18329","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__RUG714","g__RUG714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18330","bOTU_18330","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__UBA3753","g__UBA3753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18331","bOTU_18331","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__UMGS172","g__UMGS172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"18332","bOTU_18332","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__Pseudobutyricicoccus","g__Pseudobutyricicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0
"18333","bOTU_18333","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Butyricicoccaceae","g__UBA4644","g__UBA4644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18334","bOTU_18334","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__CAG-272","g__RGIG1023","g__RGIG1023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18335","bOTU_18335","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Faecousia","s__Faecousia sp905233385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"18336","bOTU_18336","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Limivicinus","s__Limivicinus sp902778275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18337","bOTU_18337","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UBA1774","g__UBA1774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18338","bOTU_18338","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Vermiculatibacterium","g__Vermiculatibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18339","bOTU_18339","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Anaerofilum","g__Anaerofilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18340","bOTU_18340","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Heteroruminococcus","g__Heteroruminococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,0
"18341","bOTU_18341","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__JAAYCI01","g__JAAYCI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18342","bOTU_18342","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__JARBTU01","g__JARBTU01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18343","bOTU_18343","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__SIG526","g__SIG526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18344","bOTU_18344","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__UMGS1668","s__UMGS1668 sp017991935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18345","bOTU_18345","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Anaerovoracaceae","g__Baileyella","g__Baileyella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18346","bOTU_18346","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Anaerovoracaceae","g__JABZIP01","g__JABZIP01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
"18347","bOTU_18347","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Anaerovoracaceae","g__JAITNA01","g__JAITNA01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18348","bOTU_18348","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Filifactoraceae","g__Acetoanaerobium","g__Acetoanaerobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"18349","bOTU_18349","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Natronincolaceae","g__GCA-2733545","g__GCA-2733545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"18350","bOTU_18350","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Natronincolaceae","g__JAAYNB01","g__JAAYNB01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18351","bOTU_18351","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Peptostreptococcaceae","g__Peptostreptococcus","s__Peptostreptococcus anaerobius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"18352","bOTU_18352","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Thermotaleaceae","g__Thermotalea","g__Thermotalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"18353","bOTU_18353","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Saccharofermentanales","f__DTU023","g__SFFI01","g__SFFI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"18354","bOTU_18354","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Saccharofermentanales","f__DTU023","g__UBA5436","g__UBA5436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18355","bOTU_18355","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Saccharofermentanales","f__Fastidiosipilaceae","g__JAEZYR01","s__JAEZYR01 sp030057555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"18356","bOTU_18356","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__CAG-465","g__CAG-465","g__CAG-465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18357","bOTU_18357","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__CAG-508","g__CAMCHB01","g__CAMCHB01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"18358","bOTU_18358","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__RGIG9151","g__RGIG9151","g__RGIG9151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18359","bOTU_18359","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__UBA1234","g__RGIG4465","g__RGIG4465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18360","bOTU_18360","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__UBA1234","g__UBA1234","g__UBA1234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18361","bOTU_18361","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Peptoniphilaceae","f__Peptoniphilaceae","f__Peptoniphilaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"18362","bOTU_18362","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Peptoniphilaceae","g__Anaerococcus","s__Anaerococcus tetradius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"18363","bOTU_18363","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Peptoniphilaceae","g__CALAZW01","g__CALAZW01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"18364","bOTU_18364","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Peptoniphilaceae","g__Finegoldia","s__Finegoldia magna_H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18365","bOTU_18365","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Peptoniphilaceae","g__JAUNVJ01","g__JAUNVJ01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18366","bOTU_18366","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Peptoniphilaceae","g__KA00134","g__KA00134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18367","bOTU_18367","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Tepidimicrobiaceae","g__Tepidimicrobium","g__Tepidimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18368","bOTU_18368","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Tissierellales","f__Tissierellaceae","g__JARICQ01","g__JARICQ01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"18369","bOTU_18369","d__Bacteria","p__Bacillota_A","c__Clostridia","o__UBA1212","f__SIG427","g__CAMFNB01","g__CAMFNB01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18370","bOTU_18370","d__Bacteria","p__Bacillota_A","c__Clostridia","o__UBA1212","f__SIG427","g__SIG427","g__SIG427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"18371","bOTU_18371","d__Bacteria","p__Bacillota_A","c__Clostridia","o__UBA1212","f__UBA1212","g__UBA1212","g__UBA1212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"18372","bOTU_18372","d__Bacteria","p__Bacillota_A","c__Thermoanaerobacteria","o__Thermoanaerobacterales","f__Thermoanaerobacteraceae","g__Caldanaerobacter","g__Caldanaerobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18373","bOTU_18373","d__Bacteria","p__Bacillota_A","c__Thermosediminibacteria","o__Thermosediminibacterales","f__Thermosediminibacteraceae","g__Thermovenabulum","g__Thermovenabulum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"18374","bOTU_18374","d__Bacteria","p__Bacillota_B","c__DSM-12270","o__Thermacetogeniales","f__Thermacetogeniaceae","g__Syntrophaceticus","g__Syntrophaceticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"18375","bOTU_18375","d__Bacteria","p__Bacillota_B","c__Desulfitobacteriia","o__Desulfitobacteriales","f__Desulfitobacteriaceae","g__Acididesulfobacillus","g__Acididesulfobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"18376","bOTU_18376","d__Bacteria","p__Bacillota_B","c__Desulfitobacteriia","o__Desulfitobacteriales","f__JAJXUE01","g__JAJXUE01","g__JAJXUE01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"18377","bOTU_18377","d__Bacteria","p__Bacillota_B","c__Desulfitobacteriia","o__Heliobacteriales","f__Heliobacteriaceae","g__Heliophilum","g__Heliophilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
